League,Season,Last Name,FirstName,Age,Country,Team Name,Posistion,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Goals Scored,Total Yellow Cards,Total Red cards,Total YellowRed cards,Goals Per Game Time,Goals Per Appearence,Number of Substituions per Game,Avg Minutes per Appearence,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
First League,2020,Mijatović,Milenko,21,Serbia,FK Belasica,Attacker,13,420.0,10,10,10,0,0,0,0,0.0,0.0,1.5384615384615385,32.30769230769231,0.0,0.0,0.0
First League,2020,Ferati,Besnik,24,North Macedonia,Brera Strumica,Midfielder,13,790.0,3,3,3,0,3,0,0,0.0,0.0,0.46153846153846156,60.76923076923077,0.049367088607594936,0.0,0.0
First League,2020,Shala,Arbër,33,Kosovo,KF Renova,Defender,13,1096.0,0,0,0,1,4,0,0,0.0009124087591240876,0.07692307692307693,0.0,84.3076923076923,0.04744525547445255,0.0,0.0
First League,2020,Álvarez Rodríguez,Freddy Antonio,29,Costa Rica,KF Shkupi,Midfielder,32,2614.0,3,3,3,2,3,0,0,0.0007651109410864575,0.0625,0.1875,81.6875,0.036725325172149964,0.0,0.0
First League,2020,Baša,Edi,31,Croatia,Borec,Attacker,11,866.0,2,2,2,3,3,0,0,0.003464203233256351,0.2727272727272727,0.36363636363636365,78.72727272727273,0.03810623556581986,0.0,0.0
First League,2020,Bejtulai,Egzon,30,North Macedonia,KF Shkëndija,Defender,28,2520.0,0,0,0,1,8,0,0,0.0003968253968253968,0.03571428571428571,0.0,90.0,0.08888888888888889,0.0,0.0
First League,2020,Ramadani,Besir,24,North Macedonia,FC Struga,Defender,13,1093.0,0,0,0,0,4,0,0,0.0,0.0,0.0,84.07692307692308,0.04757548032936871,0.0,0.0
First League,2020,das Graças Lima da Silva Neto,Bianor,30,Brazil,KF Shkupi,Defender,29,2509.0,1,1,1,3,6,0,0,0.0011956954962136308,0.10344827586206896,0.06896551724137931,86.51724137931035,0.0693503387803906,0.0,0.0
First League,2020,Dimoski,Bojan,23,North Macedonia,Brera Strumica,Midfielder,30,1989.0,9,9,9,1,5,0,1,0.0005027652086475615,0.03333333333333333,0.6,66.3,0.07541478129713425,0.0,0.015082956259426848
First League,2020,Berisha,Jakup,24,North Macedonia,KF Shkupi,Midfielder,25,685.0,17,17,17,1,2,0,0,0.00145985401459854,0.04,1.36,27.4,0.07299270072992702,0.0,0.0
First League,2020,Sadiki,Nehar,26,North Macedonia,KF Renova,Defender,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2020,Najdovski,Filip,32,North Macedonia,FK Vardar,Midfielder,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2020,Redjepi,Bekim,28,North Macedonia,KF Shkëndija,Goalkeeper,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2020,Jovanovski,Marko,36,North Macedonia,Brera Strumica,Goalkeeper,15,1350.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2020,Ademi,Ilirid,29,North Macedonia,KF Shkupi,Attacker,31,1700.0,11,11,11,4,3,0,1,0.002352941176470588,0.12903225806451613,0.7096774193548387,54.83870967741935,0.05470588235294118,0.0,0.01823529411764706
First League,2020,Lichina,Esmin,26,North Macedonia,FK Makedonija G.P.,Midfielder,31,2604.0,2,2,2,1,8,0,1,0.00038402457757296467,0.03225806451612903,0.12903225806451613,84.0,0.09523809523809523,0.0,0.011904761904761904
First League,2020,Velii,Hadis,34,North Macedonia,KF Renova,Goalkeeper,33,2970.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2020,Serafimov,Nikola,25,North Macedonia,Brera Strumica,Defender,25,2004.0,1,1,1,0,4,1,0,0.0,0.0,0.08,80.16,0.0499001996007984,0.0124750499001996,0.0
First League,2020,Aliti,Arlind,25,North Macedonia,KF Renova,Defender,10,743.0,2,2,2,1,1,0,0,0.0013458950201884253,0.1,0.4,74.3,0.013458950201884253,0.0,0.0
First League,2020,Maksimov,Metodi,22,North Macedonia,FK Rabotnicki,Defender,25,1105.0,13,13,13,0,7,0,1,0.0,0.0,1.04,44.2,0.1583710407239819,0.0,0.02262443438914027
First League,2020,Iseni,Besir,24,North Macedonia,FC Struga,Defender,7,395.0,2,2,2,0,0,0,0,0.0,0.0,0.5714285714285714,56.42857142857143,0.0,0.0,0.0
First League,2020,Ignatov Shterev,Svilen,32,Bulgaria,FK Sileks,Midfielder,10,391.0,6,6,6,2,1,0,0,0.005115089514066497,0.2,1.2,39.1,0.02557544757033248,0.0,0.0
First League,2020,Gavrić,Nikola,29,Croatia,Borec,Defender,5,269.0,2,2,2,0,1,0,0,0.0,0.0,0.8,53.8,0.01858736059479554,0.0,0.0
First League,2020,Pavić,Antonio,30,Germany,KF Shkëndija,Defender,30,2587.0,1,1,1,0,11,0,0,0.0,0.0,0.06666666666666667,86.23333333333333,0.12756088132972554,0.0,0.0
First League,2020,Kitanovski,Tome,32,North Macedonia,FK Makedonija G.P.,Defender,30,2662.0,0,0,0,0,14,0,0,0.0,0.0,0.0,88.73333333333333,0.15777610818933133,0.0,0.0
First League,2020,Maslać,Mario,34,Serbia,Brera Strumica,Defender,12,923.0,2,2,2,1,4,0,0,0.0010834236186348862,0.08333333333333333,0.3333333333333333,76.91666666666667,0.05200433369447453,0.0,0.0
First League,2020,Zejnullai,Arbin,25,North Macedonia,KF Shkëndija,Midfielder,28,925.0,18,18,18,0,4,0,0,0.0,0.0,1.2857142857142858,33.035714285714285,0.12108108108108108,0.0,0.0
First League,2020,Yunuszadə,Elvin,32,Azerbaijan,KF Shkupi,Defender,2,180.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2020,Ahmedi,Valon,30,North Macedonia,KF Shkëndija,Midfielder,13,1026.0,1,1,1,4,1,0,0,0.003898635477582846,0.3076923076923077,0.15384615384615385,78.92307692307692,0.01267056530214425,0.0,0.0
First League,2020,da Silva,Robson,29,Brazil,FK Makedonija G.P.,Midfielder,14,1113.0,1,1,1,5,4,0,0,0.004492362982929021,0.35714285714285715,0.14285714285714285,79.5,0.050314465408805034,0.0,0.0
First League,2020,Muharem,Suhejlj,23,North Macedonia,KF Renova,Attacker,24,1130.0,5,5,5,1,2,0,0,0.0008849557522123894,0.041666666666666664,0.4166666666666667,47.083333333333336,0.04247787610619469,0.0,0.0
First League,2020,Dimov,Dime,30,North Macedonia,Brera Strumica,Defender,18,1620.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2020,Atanaskoski,David,28,North Macedonia,FK Makedonija G.P.,Defender,22,1925.0,0,0,0,0,5,0,1,0.0,0.0,0.0,87.5,0.05714285714285714,0.0,0.011428571428571429
First League,2020,Gajić,Marko,27,Slovenia,KF Renova,Defender,1,28.0,1,1,1,0,0,0,0,0.0,0.0,2.0,28.0,0.0,0.0,0.0
First League,2020,Velinovski,Kristijan,25,North Macedonia,Brera Strumica,Midfielder,30,1657.0,11,11,11,2,4,0,0,0.0012070006035003018,0.06666666666666667,0.7333333333333333,55.233333333333334,0.07242003621001811,0.0,0.0
First League,2020,Emini,Sefer,24,North Macedonia,FK Makedonija G.P.,Midfielder,8,720.0,0,0,0,4,2,0,0,0.005555555555555556,0.5,0.0,90.0,0.022222222222222223,0.0,0.0
First League,2020,Nikolov,Ivan,22,North Macedonia,Brera Strumica,Defender,19,1311.0,4,4,4,0,5,0,0,0.0,0.0,0.42105263157894735,69.0,0.07246376811594203,0.0,0.0
First League,2020,Alii,Ramin,23,North Macedonia,KF Shkupi,Midfielder,5,261.0,0,0,0,0,0,0,0,0.0,0.0,0.0,52.2,0.0,0.0,0.0
First League,2020,Elezi,Dashmir,20,North Macedonia,KF Shkëndija,Attacker,20,869.0,6,6,6,6,5,0,0,0.006904487917146145,0.3,0.6,43.45,0.11507479861910241,0.0,0.0
First League,2020,Ismaili,Ysni,22,Albania,FK Pelister,Defender,8,50.0,8,8,8,0,0,0,0,0.0,0.0,2.0,6.25,0.0,0.0,0.0
First League,2020,Lazarov,Andrej,25,North Macedonia,FK Rabotnicki,Midfielder,7,135.0,6,6,6,0,0,0,0,0.0,0.0,1.7142857142857142,19.285714285714285,0.0,0.0,0.0
First League,2020,Jevtoski,Stefan,27,North Macedonia,FK Rabotnicki,Midfielder,27,1885.0,6,6,6,4,9,1,0,0.002122015915119363,0.14814814814814814,0.4444444444444444,69.81481481481481,0.12891246684350133,0.014323607427055704,0.0
First League,2020,Osmanoski,Anes,24,Germany,Borec,Midfielder,15,873.0,6,6,6,0,3,0,0,0.0,0.0,0.8,58.2,0.05154639175257732,0.0,0.0
First League,2020,Diack,Lamine,24,Senegal,KF Shkupi,Midfielder,30,2430.0,3,3,3,4,5,0,0,0.0016460905349794238,0.13333333333333333,0.2,81.0,0.06172839506172839,0.0,0.0
First League,2020,Coulibaly,Souleymane,26,France,KF Renova,Defender,4,192.0,2,2,2,0,0,0,0,0.0,0.0,1.0,48.0,0.0,0.0,0.0
First League,2020,Boshkovski,Filip,24,North Macedonia,FK Pelister,Defender,28,1584.0,12,12,12,0,1,0,0,0.0,0.0,0.8571428571428571,56.57142857142857,0.017676767676767676,0.0,0.0
First League,2021,Celeski,Bobi,26,North Macedonia,FK Skopje,Goalkeeper,4,256.0,2,2,2,0,0,0,0,0.0,0.0,1.0,64.0,0.0,0.0,0.0
First League,2021,Mustafov,Burhan,28,North Macedonia,KF Renova,Midfielder,28,1393.0,15,15,15,3,5,0,0,0.0021536252692031586,0.10714285714285714,1.0714285714285714,49.75,0.10050251256281408,0.0,0.0
First League,2021,Milenkovski,Filip,32,North Macedonia,FK Bregalnica Štip,Defender,19,745.0,12,12,12,1,2,0,0,0.0013422818791946308,0.05263157894736842,1.263157894736842,39.21052631578947,0.05100671140939597,0.0,0.0
First League,2021,Desnikj,Dario,29,North Macedonia,FK Skopje,Midfielder,30,2623.0,1,1,1,2,8,0,1,0.0007624857033930614,0.06666666666666667,0.06666666666666667,87.43333333333334,0.09149828440716737,0.0,0.011437285550895921
First League,2021,Fetai,Saimir,33,North Macedonia,KF Renova,Midfielder,16,905.0,7,7,7,0,1,0,0,0.0,0.0,0.875,56.5625,0.017679558011049725,0.0,0.0
First League,2021,Simonovski,Stefan,22,North Macedonia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Selmani,Jasir,31,North Macedonia,KF Renova,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Panovski,Borjan,22,North Macedonia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Taipi,Alban,20,North Macedonia,KF Renova,Attacker,9,410.0,1,1,1,1,0,0,0,0.0024390243902439024,0.1111111111111111,0.2222222222222222,45.55555555555556,0.0,0.0,0.0
First League,2021,Bakracheski,Naumche,26,North Macedonia,FK Bregalnica Štip,Midfielder,22,1022.0,13,13,13,0,4,0,1,0.0,0.0,1.1818181818181819,46.45454545454545,0.08610567514677105,0.0,0.02152641878669276
First League,2021,Razmoski,Darko,24,North Macedonia,FK Pelister,Attacker,16,1125.0,1,1,1,1,5,1,0,0.0008888888888888889,0.0625,0.125,70.3125,0.07111111111111111,0.014222222222222223,0.0
First League,2021,Souahib,Mouhamadou,24,Senegal,KF Renova,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Kostadinov,Nikola,26,North Macedonia,GFK Tikvesh,Midfielder,1,25.0,1,1,1,0,0,0,0,0.0,0.0,2.0,25.0,0.0,0.0,0.0
First League,2021,Badjie,Ebrima,22,Gambia,FK Rabotnicki,Attacker,3,17.0,3,3,3,0,0,0,0,0.0,0.0,2.0,5.666666666666667,0.0,0.0,0.0
First League,2021,Darboe,Lamin,20,Gambia,FK Rabotnicki,Attacker,6,73.0,6,6,6,0,0,0,0,0.0,0.0,2.0,12.166666666666666,0.0,0.0,0.0
First League,2021,Smilkov,Aleksandar,19,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Mihajlov,Darko,20,North Macedonia,FK Bregalnica Štip,Midfielder,1,30.0,1,1,1,0,0,0,0,0.0,0.0,2.0,30.0,0.0,0.0,0.0
First League,2021,Gerasimovski,Dushan,20,North Macedonia,FK Rabotnicki,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Mitev,Mario,20,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Poposki,Borjan,19,North Macedonia,FK Rabotnicki,Defender,1,3.0,1,1,1,0,0,0,0,0.0,0.0,2.0,3.0,0.0,0.0,0.0
First League,2021,Jusuf,Alpaj,24,North Macedonia,FK Pelister,Midfielder,28,1931.0,4,4,4,0,5,0,0,0.0,0.0,0.2857142857142857,68.96428571428571,0.07250129466597618,0.0,0.0
First League,2021,Sadiki,Burim,33,North Macedonia,KF Renova,Midfielder,25,1440.0,8,8,8,0,9,0,0,0.0,0.0,0.64,57.6,0.15625,0.0,0.0
First League,2021,Taleski,Aleks,22,Australia,Borec,Midfielder,17,1063.0,4,4,4,0,2,0,0,0.0,0.0,0.47058823529411764,62.529411764705884,0.03198494825964252,0.0,0.0
First League,2021,Kocev,Robert,29,North Macedonia,GFK Tikvesh,Midfielder,17,1017.0,5,5,5,1,4,0,0,0.0009832841691248771,0.058823529411764705,0.5882352941176471,59.8235294117647,0.06686332350049165,0.0,0.0
First League,2021,Rakipi,Oktaj,19,North Macedonia,Borec,Midfielder,6,205.0,5,5,5,0,0,0,0,0.0,0.0,1.6666666666666667,34.166666666666664,0.0,0.0,0.0
First League,2021,Bekjiri,Ardian,21,North Macedonia,KF Renova,Defender,1,1.0,1,1,1,0,0,0,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
First League,2021,Kosteski,Mario,20,North Macedonia,FK Rabotnicki,Attacker,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Ristovski,Kiril,23,North Macedonia,FK Skopje,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Islami,Vulnet,27,North Macedonia,KF Renova,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Ebibi,Festim,21,North Macedonia,KF Renova,Midfielder,11,507.0,2,2,2,0,0,0,0,0.0,0.0,0.36363636363636365,46.09090909090909,0.0,0.0,0.0
First League,2021,Markoski,Slave,20,North Macedonia,GFK Tikvesh,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Nunes Santos,Kaio Lucas,25,Brazil,Brera Strumica,Attacker,10,397.0,7,7,7,2,2,0,0,0.005037783375314861,0.2,1.4,39.7,0.05037783375314861,0.0,0.0
First League,2021,Najdov,Trajche,22,North Macedonia,GFK Tikvesh,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Jamini,Azis,17,North Macedonia,KF Renova,Midfielder,5,33.0,5,5,5,0,1,0,0,0.0,0.0,2.0,6.6,0.15151515151515152,0.0,0.0
First League,2021,Gogov,Borche,19,North Macedonia,GFK Tikvesh,Defender,1,28.0,1,1,1,0,0,0,0,0.0,0.0,2.0,28.0,0.0,0.0,0.0
First League,2021,da Silva Cavalcanti,Rafael Goes,21,Brazil,FK Rabotnicki,Midfielder,27,2130.0,1,1,1,0,7,0,0,0.0,0.0,0.07407407407407407,78.88888888888889,0.08873239436619719,0.0,0.0
First League,2021,Ivanoski,Jane,34,North Macedonia,FK Skopje,Midfielder,1,0.0,1,1,1,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
First League,2021,Ali,Ali,19,North Macedonia,KF Renova,Defender,9,375.0,2,2,2,1,2,0,0,0.0026666666666666666,0.1111111111111111,0.4444444444444444,41.666666666666664,0.048,0.0,0.0
First League,2021,Kostovski,Stefan,20,North Macedonia,GFK Tikvesh,Midfielder,2,47.0,2,2,2,0,0,0,0,0.0,0.0,2.0,23.5,0.0,0.0,0.0
First League,2021,Spasevski,Nikola,0,North Macedonia,FK Skopje,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,da Silva,Igor Wanderson,27,Brazil,KF Shkëndija,Midfielder,2,137.0,0,0,0,0,0,0,0,0.0,0.0,0.0,68.5,0.0,0.0,0.0
First League,2021,Naumoski,Mario,23,North Macedonia,FK Bregalnica Štip,Midfielder,13,262.0,12,12,12,0,1,0,0,0.0,0.0,1.8461538461538463,20.153846153846153,0.04961832061068702,0.0,0.0
First League,2021,Kostov,Stefan,27,North Macedonia,GFK Tikvesh,Midfielder,1,28.0,1,1,1,0,0,0,0,0.0,0.0,2.0,28.0,0.0,0.0,0.0
First League,2021,Gafuri,Argjent,34,North Macedonia,KF Renova,Midfielder,13,187.0,13,13,13,0,0,0,0,0.0,0.0,2.0,14.384615384615385,0.0,0.0,0.0
First League,2021,Cordoba,Alexander Borja,25,Colombia,KF Renova,Defender,20,1352.0,3,3,3,1,2,0,0,0.0007396449704142012,0.05,0.3,67.6,0.02958579881656805,0.0,0.0
First League,2021,Hristov,Simeon,31,North Macedonia,FK Rabotnicki,Attacker,5,170.0,4,4,4,0,2,0,0,0.0,0.0,1.6,34.0,0.058823529411764705,0.0,0.0
First League,2021,Saliu,Pajazit,30,North Macedonia,FC Struga,Attacker,1,44.0,1,1,1,0,1,0,0,0.0,0.0,2.0,44.0,0.022727272727272728,0.0,0.0
First League,2021,Risteski,Nikola,27,North Macedonia,KF Renova,Defender,5,178.0,4,4,4,0,1,0,0,0.0,0.0,1.6,35.6,0.028089887640449437,0.0,0.0
First League,2021,Timevski,Bojan,23,North Macedonia,FK Rabotnicki,Goalkeeper,2,180.0,0,0,0,0,1,0,0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
First League,2021,Mitrev,Stefan,20,North Macedonia,Brera Strumica,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Siljanovski,Dejan,29,North Macedonia,FK Skopje,Goalkeeper,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2021,Ibrahimovikj,Dzhemal,22,North Macedonia,Borec,Defender,7,391.0,2,2,2,1,0,0,0,0.0025575447570332483,0.14285714285714285,0.5714285714285714,55.857142857142854,0.0,0.0,0.0
First League,2021,Karakamishev,Riste,28,North Macedonia,GFK Tikvesh,Defender,20,1662.0,1,1,1,5,3,0,0,0.0030084235860409147,0.25,0.1,83.1,0.036101083032490974,0.0,0.0
First League,2021,Kadriu,Atdhe,19,North Macedonia,FK Makedonija G.P.,Midfielder,2,16.0,2,2,2,0,0,0,0,0.0,0.0,2.0,8.0,0.0,0.0,0.0
First League,2021,Manasiev,Josif,22,North Macedonia,Borec,Defender,11,264.0,10,10,10,1,1,0,0,0.003787878787878788,0.09090909090909091,1.8181818181818181,24.0,0.041666666666666664,0.0,0.0
First League,2021,Abazi,Agan,21,North Macedonia,FK Makedonija G.P.,Midfielder,5,135.0,4,4,4,0,0,0,0,0.0,0.0,1.6,27.0,0.0,0.0,0.0
First League,2021,Ljushev,David,19,North Macedonia,FK Rabotnicki,Defender,1,84.0,0,0,0,0,0,0,0,0.0,0.0,0.0,84.0,0.0,0.0,0.0
First League,2021,Udoma,Chukwuma,25,Nigeria,FK Pelister,Attacker,12,523.0,7,7,7,0,0,0,0,0.0,0.0,1.1666666666666667,43.583333333333336,0.0,0.0,0.0
First League,2021,Gjurchinovski,Matej,19,North Macedonia,FK Rabotnicki,Attacker,2,32.0,2,2,2,0,1,0,0,0.0,0.0,2.0,16.0,0.0625,0.0,0.0
First League,2021,Mirchev,Filip,19,North Macedonia,Borec,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Pandev,Sashko,36,North Macedonia,Brera Strumica,Attacker,14,167.0,14,14,14,0,5,0,1,0.0,0.0,2.0,11.928571428571429,0.41916167664670656,0.0,0.08383233532934131
First League,2021,Tanturovski,Dejan,30,North Macedonia,FK Rabotnicki,Midfielder,17,857.0,8,8,8,0,1,0,0,0.0,0.0,0.9411764705882353,50.411764705882355,0.01983663943990665,0.0,0.0
First League,2021,Janakievski,Ivo,30,North Macedonia,FK Skopje,Midfielder,32,2638.0,2,2,2,1,6,0,0,0.0003790750568612585,0.03125,0.125,82.4375,0.07278241091736164,0.0,0.0
First League,2021,Zárate Fagiuoli,Gonzalo Iván,28,Argentina,Borec,Midfielder,13,663.0,5,5,5,1,4,0,0,0.0015082956259426848,0.07692307692307693,0.7692307692307693,51.0,0.0784313725490196,0.0,0.0
First League,2021,Redzhepi,Besart,23,North Macedonia,Borec,Midfielder,11,400.0,10,10,10,0,3,0,0,0.0,0.0,1.8181818181818181,36.36363636363637,0.08249999999999999,0.0,0.0
First League,2021,Ljuma,Ensar,23,North Macedonia,Borec,Attacker,27,1828.0,4,4,4,3,2,0,0,0.0016411378555798686,0.1111111111111111,0.2962962962962963,67.70370370370371,0.029540481400437635,0.0,0.0
First League,2021,Nikolovski,Andzhelo,22,North Macedonia,FK Bregalnica Štip,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Idrizović,Mirza,27,Serbia,GFK Tikvesh,Defender,16,636.0,10,10,10,0,3,0,0,0.0,0.0,1.25,39.75,0.07547169811320754,0.0,0.0
First League,2021,Trifunov,Davor,23,Australia,Borec,Midfielder,16,699.0,10,10,10,0,2,0,0,0.0,0.0,1.25,43.6875,0.045779685264663805,0.0,0.0
First League,2021,Manasievski,Filip,22,North Macedonia,Borec,Defender,18,860.0,8,8,8,0,3,0,0,0.0,0.0,0.8888888888888888,47.77777777777778,0.0627906976744186,0.0,0.0
First League,2021,Məmmədzadə,Nazim,22,Azerbaijan,KF Renova,Defender,2,46.0,1,1,1,0,0,0,0,0.0,0.0,1.0,23.0,0.0,0.0,0.0
First League,2021,Emurli,Amar,20,North Macedonia,KF Renova,Attacker,12,520.0,3,3,3,0,1,0,0,0.0,0.0,0.5,43.333333333333336,0.023076923076923075,0.0,0.0
First League,2021,Ivanovski,Kristijan,25,North Macedonia,Borec,Attacker,11,145.0,11,11,11,0,0,0,0,0.0,0.0,2.0,13.181818181818182,0.0,0.0,0.0
First League,2021,Aliev,Burim,23,North Macedonia,Borec,Midfielder,14,788.0,6,6,6,0,4,0,0,0.0,0.0,0.8571428571428571,56.285714285714285,0.07106598984771574,0.0,0.0
First League,2021,Natrang,Edgard,23,Senegal,FK Pelister,Defender,11,892.0,2,2,2,1,2,0,1,0.0011210762331838565,0.09090909090909091,0.36363636363636365,81.0909090909091,0.02466367713004484,0.0,0.01233183856502242
First League,2021,Rakidzhiev,Miki,20,North Macedonia,Borec,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Obadikj,Petar,20,North Macedonia,FK Makedonija G.P.,Defender,1,90.0,0,0,0,0,0,0,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
First League,2021,Mushe,Jasin,21,North Macedonia,Borec,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Zlatevski,Aleksandar,22,North Macedonia,Borec,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Kostadinovski,Stojanche,27,North Macedonia,Borec,Midfielder,10,442.0,6,6,6,0,2,0,0,0.0,0.0,1.2,44.2,0.04524886877828054,0.0,0.0
First League,2021,Abdellaoui,Bakr Sadiq,26,Finland,Brera Strumica,Attacker,1,17.0,1,1,1,0,1,0,0,0.0,0.0,2.0,17.0,0.058823529411764705,0.0,0.0
First League,2021,Đorđević,Draško,29,Serbia,FK Rabotnicki,Defender,13,802.0,5,5,5,0,2,0,0,0.0,0.0,0.7692307692307693,61.69230769230769,0.032418952618453865,0.0,0.0
First League,2021,Rodrigues de Araujo,Fernando Augusto,30,Brazil,FK Makedonija G.P.,Defender,18,1620.0,0,0,0,0,4,0,0,0.0,0.0,0.0,90.0,0.044444444444444446,0.0,0.0
First League,2021,Mirković,Uroš,33,Serbia,GFK Tikvesh,Midfielder,11,807.0,2,2,2,1,1,0,0,0.0012391573729863693,0.09090909090909091,0.36363636363636365,73.36363636363636,0.013630731102850062,0.0,0.0
First League,2021,Acevski,Andrej,31,North Macedonia,Borec,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Petrovski,Martin,23,North Macedonia,FK Rabotnicki,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Naumovski,Blagoja,29,North Macedonia,FK Pelister,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Shishkov,Martin,35,North Macedonia,FK Bregalnica Štip,Midfielder,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Cvetković,Nemanja,26,Serbia,FK Rabotnicki,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Angelkov,Aleksandar,0,North Macedonia,GFK Tikvesh,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Jocikj,Darko,25,North Macedonia,Borec,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Domínguez Borrego,José Antonio,31,Spain,FK Pelister,Attacker,6,469.0,0,0,0,0,1,0,0,0.0,0.0,0.0,78.16666666666667,0.01279317697228145,0.0,0.0
First League,2021,Nastevski,Ivan,31,North Macedonia,FK Skopje,Midfielder,1,34.0,1,1,1,0,0,0,0,0.0,0.0,2.0,34.0,0.0,0.0,0.0
First League,2021,Atanasovski,Darko,28,North Macedonia,FK Pelister,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Ristevski,Darko,31,North Macedonia,FK Pelister,Goalkeeper,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
First League,2021,Husić,Senad,32,Bosnia and Herzegovina,KF Renova,Defender,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
