League,Season,Last Name,First Name,Age,City,Country,Team Name,Position,Player Number,Number Of Appearances,Game Time,Number of Sub-ins,Number of Sub-outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribbles Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total YellowRed Cards,Number of Penalties Won,Number of Penalties Committed,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
Ligue 2,2022,Kaba,Mohamed,23.0,Orléans,France,Valenciennes,Midfielder,,32.0,2824.0,0.0,5.0,0.0,26.0,11.0,5.0,1.0,0.0,,1346.0,14.0,34.0,92.0,11.0,67.0,465.0,256.0,57.0,31.0,,65.0,52.0,6.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Raveyre,Noah Joseph Guy,19.0,Le Puy-en-Velay,France,Saint Etienne,Goalkeeper,,1.0,22.0,1.0,0.0,8.0,,,0.0,,3.0,1.0,7.0,,2.0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ligue 2,2022,Mendy,Nobel,20.0,,France,Paris FC,Defender,,1.0,0.0,1.0,0.0,2.0,,,0.0,,0.0,,1.0,,1.0,,,,1.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Niang,M'Baye Babacar,30.0,Meulan-en-Yvelines,France,Bordeaux,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Ligue 2,2022,Olliero,Alexandre,28.0,La Rochelle,France,PAU,Goalkeeper,,20.0,1800.0,0.0,0.0,0.0,,,0.0,,24.0,61.0,545.0,2.0,16.0,2.0,,1.0,19.0,17.0,2.0,2.0,,3.0,,1.0,0.0,0.0,,,0.0,0.0,0.0
Ligue 2,2022,Gomis,Iron,25.0,Marseillle,France,Amiens,Midfielder,,35.0,2337.0,6.0,21.0,6.0,13.0,10.0,3.0,3.0,0.0,,868.0,23.0,19.0,46.0,2.0,18.0,334.0,160.0,68.0,34.0,,45.0,52.0,4.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Boutobba,Bilal,26.0,Marseille,France,Niort,Midfielder,,35.0,2957.0,1.0,8.0,1.0,59.0,36.0,11.0,4.0,0.0,,1217.0,70.0,26.0,28.0,,15.0,450.0,203.0,159.0,74.0,,80.0,23.0,6.0,0.0,0.0,,,4.0,2.0,
Ligue 2,2022,Armougom,Yoël,26.0,Saint-Denis,France,Sochaux,Defender,,20.0,1035.0,9.0,5.0,18.0,6.0,2.0,0.0,1.0,0.0,,575.0,15.0,26.0,15.0,1.0,17.0,103.0,44.0,25.0,12.0,,7.0,13.0,1.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Guilavogui,Morgan Bono,26.0,Toulon,France,Paris FC,Attacker,,32.0,2070.0,10.0,15.0,10.0,65.0,37.0,15.0,3.0,0.0,,789.0,41.0,17.0,37.0,,9.0,355.0,152.0,50.0,23.0,,28.0,63.0,8.0,0.0,0.0,,,2.0,0.0,
Ligue 2,2022,Camara,Mahdi,26.0,Martigues,France,Saint Etienne,Midfielder,,4.0,360.0,0.0,0.0,0.0,2.0,,0.0,1.0,0.0,,198.0,7.0,43.0,7.0,,4.0,44.0,27.0,7.0,3.0,,11.0,5.0,1.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Onana Onana,Jean Emile Junior,24.0,Yaoundé,Cameroon,Bordeaux,Midfielder,,3.0,126.0,2.0,0.0,2.0,1.0,,0.0,,0.0,,81.0,,22.0,3.0,,2.0,30.0,12.0,5.0,1.0,,3.0,5.0,0.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Le Cardinal,Julien,27.0,Saint-Brieuc,France,Paris FC,Defender,,13.0,1033.0,0.0,5.0,0.0,4.0,4.0,1.0,,0.0,,535.0,14.0,33.0,28.0,3.0,35.0,150.0,77.0,19.0,10.0,,17.0,23.0,3.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Youfeigane,Dominique Junior,24.0,Saint-Maurice,France,Guingamp,Goalkeeper,,3.0,216.0,1.0,0.0,36.0,,,0.0,,5.0,10.0,75.0,,11.0,,,,3.0,3.0,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,0.0
Ligue 2,2022,Tchaouna,Loum,21.0,N'Djamena,Chad,Dijon,Attacker,,28.0,1630.0,9.0,17.0,10.0,24.0,15.0,1.0,2.0,0.0,,447.0,21.0,11.0,15.0,,7.0,192.0,82.0,45.0,28.0,,17.0,15.0,1.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Mendy,Formose,23.0,Dakar,Senegal,Amiens,Defender,,32.0,2679.0,2.0,3.0,2.0,18.0,4.0,1.0,,0.0,,1477.0,12.0,37.0,110.0,21.0,77.0,387.0,259.0,29.0,21.0,,44.0,43.0,5.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Mouyokolo,Loris,23.0,Drancy,France,Rodez,Defender,,16.0,1194.0,2.0,3.0,4.0,2.0,,0.0,,0.0,,483.0,2.0,27.0,26.0,7.0,10.0,103.0,52.0,,,,4.0,22.0,3.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Mikautadze,Georges,24.0,Lyon,France,Metz,Attacker,,37.0,3080.0,2.0,21.0,2.0,77.0,44.0,23.0,8.0,0.0,,847.0,54.0,18.0,9.0,4.0,10.0,405.0,152.0,144.0,58.0,,63.0,29.0,4.0,0.0,0.0,,,6.0,0.0,
Ligue 2,2022,Virginius,Alan,21.0,Soisy-sous-Montmoren,France,Sochaux,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Ligue 2,2022,Baldé,Ibrahima,21.0,Paris,France,Annecy,Attacker,,20.0,785.0,13.0,7.0,14.0,16.0,7.0,2.0,2.0,0.0,,221.0,7.0,8.0,11.0,1.0,3.0,159.0,50.0,38.0,9.0,,9.0,20.0,1.0,0.0,0.0,,,0.0,0.0,
Ligue 2,2022,Ndiaye,Massamba,23.0,Thiès,Senegal,PAU,Goalkeeper,,8.0,694.0,1.0,0.0,30.0,,,0.0,,12.0,34.0,220.0,,13.0,,,,5.0,3.0,,,,1.0,,0.0,0.0,0.0,,,0.0,0.0,0.0
