League,Season,Last Name,First Name,Age,City,Country,Team Name,Position,Player Number,Number Of Appearances,Game Time,Number of Sub-ins,Number of Sub-outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribbles Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total YellowRed Cards,Number of Penalties Won,Number of Penalties Committed,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
Championship,2022,Lindsay,Jamie William,29.0,Glasgow,Scotland,Rotherham,Midfielder,,36.0,1918.0,17.0,9.0,21.0,10.0,5.0,2.0,,0.0,,600.0,4.0,13.0,48.0,7.0,16.0,198.0,94.0,10.0,2.0,,22.0,27.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Sheaf,Benjamin David,26.0,Eynsford,England,Coventry,Midfielder,,37.0,3084.0,2.0,7.0,4.0,34.0,9.0,2.0,2.0,0.0,,1618.0,29.0,35.0,114.0,7.0,58.0,411.0,222.0,58.0,36.0,,29.0,36.0,9.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Tzolis,Christos,22.0,Thessaloniki,Greece,Norwich,Attacker,,13.0,322.0,10.0,3.0,13.0,8.0,4.0,1.0,,0.0,,120.0,4.0,6.0,10.0,,2.0,46.0,18.0,1.0,1.0,,2.0,6.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hoever,Ki-Jana Delano,22.0,Amsterdam,Netherlands,Stoke City,Defender,,15.0,1041.0,4.0,4.0,4.0,10.0,7.0,4.0,1.0,0.0,,367.0,11.0,18.0,24.0,2.0,15.0,125.0,62.0,26.0,10.0,,11.0,8.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,McCarron,Liam,23.0,Preston,England,Stoke City,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Championship,2022,Clark,Ciaran,35.0,London,England,Sheffield Utd,Defender,,10.0,663.0,3.0,2.0,15.0,5.0,2.0,2.0,,0.0,,310.0,1.0,21.0,21.0,7.0,13.0,93.0,62.0,9.0,3.0,,11.0,7.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Stevens,Enda John,34.0,Dublin,Republic of Ireland,Sheffield Utd,Defender,,12.0,793.0,3.0,6.0,4.0,6.0,1.0,0.0,2.0,0.0,,272.0,7.0,17.0,28.0,1.0,7.0,102.0,48.0,8.0,3.0,,7.0,16.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Johnson,Daniel Anthony,32.0,Kingston,Jamaica,Preston,Midfielder,,34.0,2143.0,8.0,21.0,16.0,9.0,3.0,1.0,3.0,0.0,,889.0,38.0,21.0,40.0,,20.0,174.0,79.0,26.0,13.0,,18.0,14.0,6.0,0.0,0.0,,,1.0,0.0,
Championship,2022,Pearson,Benjamin David,29.0,Oldham,England,Stoke City,Midfielder,,14.0,1175.0,0.0,7.0,0.0,7.0,2.0,0.0,1.0,0.0,,610.0,6.0,39.0,24.0,1.0,24.0,103.0,47.0,12.0,7.0,,8.0,19.0,7.0,0.0,1.0,,,0.0,0.0,
Championship,2022,Kakay,Osman Jovan,27.0,London,England,QPR,Defender,,21.0,1233.0,10.0,1.0,24.0,7.0,2.0,0.0,1.0,0.0,,359.0,11.0,13.0,23.0,6.0,8.0,131.0,57.0,29.0,9.0,,13.0,12.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Baker,Lewis Renard,29.0,Luton,England,Stoke City,Midfielder,,44.0,2756.0,14.0,6.0,16.0,41.0,25.0,7.0,5.0,0.0,,1032.0,34.0,20.0,32.0,16.0,22.0,189.0,83.0,26.0,12.0,,20.0,34.0,6.0,0.0,0.0,,,2.0,1.0,
Championship,2022,Archer,Jordan Gideon,31.0,London,England,QPR,Goalkeeper,,0.0,0.0,0.0,0.0,41.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,1.0
Championship,2022,Gooch,Lynden Jack,29.0,Santa Cruz,USA,Sunderland,Midfielder,,32.0,2535.0,3.0,6.0,3.0,10.0,6.0,1.0,3.0,0.0,,1108.0,20.0,28.0,42.0,6.0,19.0,223.0,113.0,56.0,31.0,,27.0,30.0,7.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Thompson,Jordan Andrew,27.0,Belfast,Northern Ireland,Stoke City,Midfielder,,34.0,1808.0,15.0,7.0,24.0,8.0,1.0,0.0,,0.0,,784.0,25.0,19.0,43.0,8.0,19.0,181.0,102.0,8.0,4.0,,33.0,35.0,7.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hunt-Laurent,Joshua Ishaele Jacob-Heron,29.0,London,England,Stoke City,Midfielder,,32.0,2626.0,3.0,6.0,3.0,17.0,7.0,4.0,3.0,0.0,,1064.0,24.0,26.0,53.0,5.0,44.0,341.0,168.0,67.0,34.0,,32.0,47.0,6.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Campbell,Tyrese Kai,25.0,,England,Stoke City,Attacker,,41.0,2659.0,11.0,15.0,12.0,59.0,36.0,9.0,4.0,0.0,,614.0,29.0,10.0,16.0,2.0,16.0,302.0,108.0,91.0,31.0,,18.0,29.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Wilmot,Benjamin Lewis,25.0,Stevenage,England,Stoke City,Defender,,39.0,3354.0,0.0,5.0,1.0,22.0,6.0,3.0,,0.0,,1984.0,20.0,39.0,75.0,24.0,68.0,370.0,221.0,22.0,14.0,,22.0,20.0,6.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Rose,Michael Alexander,29.0,Aberdeen,Scotland,Coventry,Defender,,24.0,1698.0,6.0,4.0,14.0,3.0,1.0,0.0,,0.0,,836.0,2.0,29.0,23.0,9.0,34.0,132.0,79.0,3.0,1.0,,8.0,6.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,McNally,Luke,25.0,Enfield,Republic of Ireland,Coventry,Defender,,22.0,2010.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,2.0,,2.0,,,,1.0,,,,,,,3.0,0.0,0.0,,,0.0,0.0,
Championship,2022,McNally,Luke,25.0,Enfield,Republic of Ireland,Burnley,Defender,,2.0,1.0,2.0,0.0,5.0,1.0,1.0,0.0,,0.0,,2.0,,2.0,,,,1.0,,,,,,,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Cundle,Luke James,22.0,,England,Swansea,Midfielder,,32.0,1785.0,11.0,17.0,18.0,15.0,9.0,3.0,4.0,0.0,,967.0,31.0,27.0,20.0,4.0,5.0,104.0,41.0,12.0,3.0,,16.0,15.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Nna Noukeu,Blondy Rudolph,23.0,Douala,Cameroon,Stoke City,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Championship,2022,Mahoney,Murphy Joseph,23.0,,England,QPR,Goalkeeper,,0.0,0.0,0.0,0.0,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Championship,2022,Lowe,Nathan Alexander,19.0,,England,Stoke City,Attacker,,1.0,0.0,1.0,0.0,4.0,1.0,,0.0,,0.0,,2.0,,2.0,,,,4.0,2.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Burke,Oliver Jasen,27.0,Kirkcaldy,Scotland,Millwall,Attacker,,17.0,765.0,9.0,7.0,9.0,14.0,6.0,2.0,2.0,0.0,,247.0,8.0,10.0,5.0,,4.0,111.0,51.0,23.0,7.0,,2.0,7.0,1.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Nicholls,Lee Anthony,32.0,Liverpool,England,Huddersfield,Goalkeeper,,28.0,2520.0,0.0,0.0,0.0,,,0.0,,33.0,84.0,742.0,,14.0,1.0,,,12.0,12.0,,,,5.0,,3.0,0.0,0.0,,,0.0,0.0,2.0
Championship,2022,Anderson,Keshi Stuart Oluyinka Adetokun,29.0,Luton,England,Blackpool,Attacker,,9.0,432.0,4.0,4.0,4.0,6.0,2.0,0.0,2.0,0.0,,192.0,5.0,19.0,13.0,1.0,5.0,55.0,29.0,9.0,6.0,,5.0,4.0,1.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Koroma,Joshua Abdulai,26.0,Southwark,England,Huddersfield,Attacker,,3.0,58.0,2.0,1.0,3.0,15.0,11.0,0.0,,0.0,,231.0,12.0,8.0,16.0,,4.0,148.0,67.0,40.0,20.0,,15.0,14.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Maxwell,Christopher Ethan,34.0,St Asaph,Wales,Blackpool,Goalkeeper,,28.0,2520.0,0.0,0.0,14.0,,,0.0,,45.0,85.0,726.0,1.0,13.0,,,,17.0,14.0,,,,7.0,2.0,2.0,0.0,0.0,,,0.0,0.0,0.0
Championship,2022,Pritchard,Alex David,31.0,Orsett,England,Sunderland,Midfielder,,42.0,2591.0,12.0,27.0,12.0,32.0,14.0,4.0,7.0,0.0,,1083.0,64.0,21.0,39.0,9.0,16.0,249.0,110.0,42.0,19.0,,50.0,19.0,5.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hogan,Scott Andrew,32.0,Salford,England,Birmingham,Attacker,,37.0,2721.0,7.0,11.0,8.0,46.0,25.0,10.0,1.0,0.0,,391.0,25.0,7.0,17.0,2.0,6.0,215.0,68.0,33.0,10.0,,11.0,25.0,3.0,0.0,0.0,,,1.0,1.0,
Championship,2022,D'Whyte Roberts,Tyler,25.0,Gloucester,England,QPR,Attacker,,18.0,1180.0,4.0,13.0,5.0,26.0,11.0,3.0,,0.0,,362.0,13.0,14.0,13.0,1.0,9.0,135.0,72.0,17.0,10.0,,26.0,18.0,3.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Gardner,Gary,32.0,Solihull,England,Birmingham,Midfielder,,8.0,249.0,5.0,3.0,5.0,3.0,1.0,0.0,,0.0,,94.0,2.0,7.0,7.0,2.0,1.0,34.0,22.0,2.0,1.0,,3.0,5.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Jutkiewicz,Lukas Isaac Paul,35.0,Southampton,England,Birmingham,Attacker,,43.0,1845.0,25.0,10.0,26.0,43.0,18.0,5.0,2.0,0.0,,512.0,18.0,5.0,17.0,1.0,5.0,517.0,280.0,14.0,10.0,,30.0,43.0,3.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Dozzell,Andre Leon,25.0,Ipswich,England,QPR,Midfielder,,36.0,1830.0,17.0,12.0,22.0,5.0,,0.0,,0.0,,840.0,12.0,19.0,35.0,2.0,19.0,163.0,61.0,20.0,8.0,,6.0,30.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Pearson,Matthew Joe,31.0,Keighley,England,Huddersfield,Defender,,18.0,1405.0,1.0,4.0,2.0,10.0,5.0,5.0,1.0,0.0,,437.0,5.0,14.0,22.0,10.0,23.0,140.0,74.0,3.0,1.0,,12.0,22.0,3.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Bernard Ruffels,Joshua Andrew,31.0,Oxford,England,Huddersfield,Defender,,33.0,2576.0,5.0,5.0,11.0,10.0,6.0,3.0,,0.0,,890.0,13.0,17.0,30.0,6.0,51.0,196.0,102.0,12.0,3.0,,6.0,12.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Kamara,Hassane,30.0,Saint Denis,France,Watford,Defender,,4.0,338.0,0.0,1.0,0.0,11.0,4.0,0.0,2.0,0.0,,1326.0,26.0,33.0,82.0,6.0,55.0,286.0,174.0,60.0,32.0,,26.0,30.0,1.0,1.0,0.0,,,0.0,0.0,
Championship,2022,Helik,Michał Sławomir,29.0,Chorzów,Poland,Huddersfield,Defender,,36.0,3229.0,0.0,1.0,1.0,17.0,5.0,2.0,2.0,0.0,,1329.0,8.0,28.0,57.0,40.0,59.0,308.0,198.0,,,,15.0,26.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Churlinov,Darko,24.0,Skopje,North Macedonia,Burnley,Attacker,,7.0,197.0,6.0,1.0,10.0,6.0,1.0,0.0,,0.0,,84.0,4.0,8.0,2.0,1.0,1.0,32.0,17.0,8.0,4.0,,4.0,4.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hungbo,Joseph Oluwagbemiga Mayowa,24.0,London,England,Huddersfield,Attacker,,14.0,666.0,6.0,6.0,10.0,9.0,7.0,3.0,1.0,0.0,,95.0,7.0,5.0,6.0,1.0,4.0,99.0,35.0,32.0,10.0,,15.0,5.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hungbo,Joseph Oluwagbemiga Mayowa,24.0,London,England,Watford,Attacker,,7.0,89.0,7.0,1.0,15.0,9.0,7.0,0.0,1.0,0.0,,95.0,7.0,5.0,6.0,1.0,4.0,99.0,35.0,32.0,10.0,,15.0,5.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Chang,Alfie James,22.0,,England,Birmingham,Midfielder,,13.0,691.0,6.0,3.0,19.0,1.0,1.0,0.0,,0.0,,176.0,4.0,11.0,6.0,3.0,4.0,39.0,18.0,6.0,4.0,,1.0,5.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hall,George Cardinal Joseph,20.0,,England,Birmingham,Midfielder,,30.0,1261.0,17.0,10.0,20.0,8.0,6.0,2.0,1.0,0.0,,196.0,9.0,5.0,25.0,2.0,7.0,182.0,68.0,42.0,21.0,,12.0,18.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,James,Jordan Anthony,20.0,,England,Birmingham,Midfielder,,33.0,1028.0,24.0,4.0,37.0,4.0,1.0,0.0,,0.0,,334.0,5.0,8.0,19.0,3.0,9.0,103.0,46.0,15.0,9.0,,13.0,21.0,3.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Dennis,Emmanuel Bonaventure,27.0,Abuja,Nigeria,Watford,Attacker,,2.0,173.0,0.0,1.0,0.0,2.0,1.0,0.0,,0.0,,31.0,3.0,11.0,3.0,1.0,1.0,35.0,16.0,16.0,7.0,,4.0,3.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Bayo,Vakoun Issouf,27.0,Daloa,Côte d'Ivoire,Watford,Attacker,,24.0,925.0,15.0,6.0,18.0,23.0,12.0,4.0,1.0,0.0,,195.0,16.0,7.0,1.0,,,138.0,53.0,9.0,4.0,,9.0,17.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Kayembe Kayembe,Edouard,26.0,Kananga,Congo DR,Watford,Midfielder,,21.0,1771.0,2.0,2.0,2.0,10.0,2.0,0.0,,0.0,,988.0,7.0,39.0,33.0,4.0,20.0,163.0,84.0,32.0,26.0,,11.0,25.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Sema,Kenneth Nlata,31.0,Norrköping,Sweden,Watford,Midfielder,,40.0,3141.0,4.0,15.0,4.0,19.0,9.0,4.0,9.0,0.0,,865.0,53.0,16.0,47.0,3.0,20.0,349.0,151.0,81.0,35.0,,42.0,37.0,5.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Pollock,Matthew William,23.0,Redhill,England,Watford,Defender,,3.0,120.0,2.0,0.0,8.0,2.0,2.0,0.0,,0.0,,99.0,,24.0,2.0,1.0,3.0,18.0,14.0,1.0,1.0,,,1.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Livermore,Jake Cyril Leonard,35.0,London,England,West Brom,Midfielder,,17.0,806.0,7.0,7.0,19.0,4.0,3.0,1.0,,0.0,,323.0,4.0,15.0,14.0,3.0,13.0,64.0,24.0,2.0,,,2.0,13.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Ince,Thomas Christopher,32.0,Stockport,England,Reading,Midfielder,,38.0,3266.0,2.0,5.0,2.0,47.0,22.0,9.0,4.0,0.0,,1044.0,61.0,21.0,63.0,,25.0,384.0,169.0,84.0,30.0,,64.0,30.0,6.0,0.0,0.0,,,1.0,0.0,
Championship,2022,Patterson,Anthony,24.0,North Shields,England,Sunderland,Goalkeeper,,48.0,4320.0,0.0,0.0,0.0,1.0,,0.0,1.0,54.0,112.0,1207.0,3.0,16.0,,,1.0,24.0,22.0,1.0,1.0,,6.0,,1.0,0.0,0.0,,,0.0,0.0,1.0
Championship,2022,Porteous,Ryan Thomas,25.0,Dalkeith,Scotland,Watford,Defender,,17.0,1501.0,0.0,2.0,0.0,4.0,2.0,2.0,1.0,0.0,,722.0,2.0,37.0,23.0,13.0,29.0,176.0,107.0,5.0,3.0,,32.0,14.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Ballard,Daniel George,25.0,Stevenage,England,Sunderland,Defender,,19.0,1615.0,1.0,1.0,1.0,10.0,2.0,0.0,1.0,0.0,,860.0,4.0,36.0,30.0,15.0,31.0,187.0,115.0,5.0,4.0,,19.0,23.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hume,Trai,22.0,Ballymena,Northern Ireland,Sunderland,Defender,,30.0,2353.0,5.0,1.0,15.0,14.0,9.0,2.0,2.0,0.0,,1253.0,11.0,38.0,65.0,14.0,41.0,316.0,171.0,25.0,14.0,,23.0,19.0,5.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Dele-Bashiru,Ayotomiwa Sherif,25.0,Manchester,England,Watford,Midfielder,,6.0,352.0,2.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,,141.0,1.0,25.0,2.0,,2.0,23.0,10.0,3.0,,,7.0,3.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Kyeremeh Baah,Kwadwo,21.0,Stuttgart,Germany,Watford,Attacker,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
Championship,2022,Cirkin,Dennis,22.0,Dublin,Republic of Ireland,Sunderland,Defender,,28.0,1842.0,7.0,5.0,9.0,12.0,5.0,5.0,1.0,0.0,,750.0,8.0,22.0,39.0,9.0,33.0,232.0,122.0,26.0,10.0,,40.0,27.0,7.0,0.0,1.0,,,0.0,0.0,
Championship,2022,Huggins,Niall Joseph,24.0,York,England,Sunderland,Defender,,3.0,112.0,2.0,0.0,2.0,,,0.0,,0.0,,35.0,,7.0,4.0,,1.0,15.0,8.0,5.0,3.0,,1.0,1.0,1.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Asprilla Martínez,Yáser Esnéider,21.0,Bajo Baudó,Colombia,Watford,Midfielder,,37.0,1497.0,23.0,11.0,25.0,22.0,7.0,1.0,2.0,0.0,,515.0,24.0,11.0,24.0,,9.0,208.0,81.0,58.0,27.0,,13.0,31.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Silva dos Santos,Matheus Martins,21.0,,Brazil,Watford,Attacker,,6.0,356.0,2.0,4.0,3.0,4.0,2.0,0.0,1.0,0.0,,82.0,11.0,10.0,3.0,,3.0,55.0,19.0,16.0,6.0,,9.0,5.0,1.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Koné,Ismaël Kenneth Jordan,22.0,Abidjan,Côte d'Ivoire,Watford,Midfielder,,16.0,1021.0,3.0,11.0,7.0,7.0,3.0,0.0,1.0,0.0,,326.0,12.0,19.0,13.0,,4.0,90.0,53.0,22.0,19.0,,16.0,8.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Grieves,Jack,20.0,Watford,England,Watford,Attacker,,2.0,4.0,2.0,0.0,2.0,,,0.0,,0.0,,1.0,,1.0,,,,3.0,,,,,,1.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Andrews,Ryan,20.0,,England,Watford,Defender,,6.0,486.0,0.0,4.0,0.0,3.0,1.0,0.0,,0.0,,200.0,2.0,24.0,9.0,1.0,13.0,50.0,28.0,8.0,5.0,,5.0,6.0,1.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Hamer,Benjamin John,37.0,Taunton,England,Watford,Goalkeeper,,1.0,90.0,0.0,0.0,25.0,,,0.0,,2.0,4.0,24.0,,15.0,,,,1.0,1.0,,,,,,0.0,0.0,0.0,,,0.0,0.0,1.0
Championship,2022,Walsh,Liam,27.0,Huyton,England,Swansea,Midfielder,,7.0,337.0,3.0,4.0,8.0,1.0,,0.0,1.0,0.0,,164.0,6.0,22.0,6.0,,3.0,27.0,11.0,4.0,1.0,,3.0,4.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Paterson,Jamie Charles Stuart,33.0,Coventry,England,Swansea,Attacker,,23.0,941.0,14.0,9.0,16.0,14.0,5.0,0.0,2.0,0.0,,380.0,16.0,14.0,14.0,1.0,7.0,90.0,46.0,34.0,16.0,,16.0,5.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Naughton,Kyle,36.0,Sheffield,England,Swansea,Defender,,25.0,1517.0,9.0,5.0,23.0,3.0,1.0,0.0,1.0,0.0,,1202.0,13.0,42.0,17.0,5.0,15.0,102.0,55.0,9.0,2.0,,17.0,10.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Fulton,Jay,30.0,Bolton,England,Swansea,Midfielder,,38.0,2739.0,6.0,14.0,8.0,14.0,8.0,3.0,1.0,0.0,,1974.0,31.0,47.0,47.0,5.0,28.0,251.0,125.0,27.0,16.0,,30.0,39.0,12.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Grimes,Matthew Jacob,29.0,Exeter,England,Swansea,Midfielder,,44.0,3959.0,0.0,1.0,0.0,14.0,6.0,1.0,7.0,0.0,,4133.0,54.0,87.0,64.0,10.0,23.0,270.0,144.0,32.0,26.0,,29.0,28.0,8.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Cullen,Liam Jamie,25.0,Tenby,Wales,Swansea,Attacker,,29.0,1218.0,14.0,16.0,22.0,21.0,15.0,8.0,1.0,0.0,,230.0,10.0,7.0,12.0,,5.0,99.0,41.0,7.0,2.0,,10.0,16.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Tymon,Joshua Lewis,25.0,Hull,England,Stoke City,Defender,,28.0,1647.0,9.0,7.0,9.0,12.0,6.0,1.0,4.0,0.0,,651.0,26.0,18.0,24.0,2.0,16.0,134.0,52.0,28.0,11.0,,8.0,14.0,3.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Allen,Joseph Michael,34.0,Carmarthen,Wales,Swansea,Midfielder,,25.0,1332.0,8.0,15.0,9.0,8.0,4.0,1.0,1.0,0.0,,750.0,13.0,27.0,32.0,9.0,24.0,138.0,66.0,12.0,7.0,,15.0,19.0,2.0,1.0,0.0,,,0.0,0.0,
Championship,2022,Yates,Jerry Aaron,28.0,Doncaster,England,Blackpool,Attacker,,41.0,3379.0,2.0,12.0,2.0,48.0,27.0,14.0,4.0,0.0,,678.0,33.0,12.0,27.0,4.0,20.0,429.0,154.0,60.0,30.0,,37.0,42.0,5.0,0.0,0.0,,,3.0,1.0,
Championship,2022,Lowe,Jamal Akua,30.0,London,England,QPR,Attacker,,20.0,1370.0,6.0,2.0,6.0,11.0,7.0,3.0,2.0,0.0,,224.0,10.0,8.0,12.0,2.0,8.0,152.0,53.0,30.0,12.0,,14.0,23.0,5.0,0.0,0.0,,,1.0,0.0,
Championship,2022,Sierralta Carvallo,Francisco Andrés,27.0,Las Condes,Chile,Watford,Defender,,18.0,1433.0,1.0,5.0,8.0,5.0,2.0,1.0,,0.0,,726.0,,33.0,20.0,2.0,20.0,131.0,85.0,3.0,2.0,,8.0,20.0,7.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Płacheta,Przemysław,26.0,Łowicz,Poland,Birmingham,Midfielder,,5.0,442.0,0.0,3.0,0.0,8.0,4.0,1.0,,0.0,,131.0,4.0,18.0,7.0,,2.0,53.0,29.0,16.0,13.0,,8.0,5.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Bachmann,Daniel,30.0,Wien,Austria,Watford,Goalkeeper,,45.0,4050.0,0.0,0.0,0.0,,,0.0,,46.0,134.0,1053.0,1.0,15.0,2.0,,1.0,26.0,23.0,2.0,2.0,,6.0,,6.0,0.0,1.0,,,0.0,0.0,1.0
Championship,2022,Hoedt,Wesley Theodorus,30.0,Alkmaar,Netherlands,Watford,Defender,,15.0,1238.0,1.0,1.0,3.0,5.0,2.0,1.0,,0.0,,739.0,1.0,45.0,20.0,4.0,23.0,135.0,83.0,9.0,8.0,,7.0,10.0,5.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Cooper,Oliver Joseph,25.0,Derby,Wales,Swansea,Midfielder,,41.0,2302.0,17.0,17.0,21.0,29.0,12.0,5.0,2.0,0.0,,789.0,25.0,16.0,65.0,3.0,13.0,286.0,156.0,46.0,21.0,,65.0,35.0,6.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Roberts,Myles,23.0,,England,Watford,Goalkeeper,,0.0,0.0,0.0,0.0,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0
Championship,2022,Ngakia,Jeremy Mpobi,24.0,London,England,Watford,Defender,,14.0,827.0,4.0,6.0,10.0,3.0,1.0,0.0,,0.0,,268.0,7.0,14.0,33.0,,11.0,113.0,59.0,22.0,13.0,,6.0,18.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Patino,Charlie Michael,21.0,,England,Blackpool,Midfielder,,34.0,2437.0,6.0,11.0,11.0,9.0,4.0,2.0,4.0,0.0,,1101.0,23.0,23.0,62.0,9.0,50.0,334.0,176.0,31.0,18.0,,59.0,43.0,9.0,0.0,1.0,,,0.0,0.0,
Championship,2022,Congreve,Cameron Mark,20.0,,Wales,Swansea,Midfielder,,10.0,117.0,9.0,1.0,17.0,1.0,1.0,0.0,,0.0,,65.0,3.0,5.0,6.0,,1.0,29.0,10.0,8.0,3.0,,1.0,2.0,0.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Darling,Harry Jack,25.0,Burwell,England,Swansea,Defender,,31.0,2293.0,5.0,6.0,20.0,33.0,16.0,4.0,1.0,0.0,,1885.0,9.0,57.0,16.0,19.0,10.0,212.0,108.0,15.0,10.0,,36.0,21.0,11.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Oluwadurotimi Obafemi,Michael,24.0,Dublin,Republic of Ireland,Burnley,Attacker,,12.0,166.0,12.0,0.0,15.0,2.0,2.0,2.0,1.0,0.0,,54.0,3.0,4.0,2.0,,2.0,14.0,3.0,2.0,1.0,,,2.0,2.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Oluwadurotimi Obafemi,Michael,24.0,Dublin,Republic of Ireland,Swansea,Attacker,,19.0,1154.0,7.0,4.0,7.0,2.0,2.0,3.0,1.0,0.0,,54.0,3.0,4.0,2.0,,2.0,14.0,3.0,2.0,1.0,,,2.0,4.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Saville,George Alan,31.0,Camberley,England,Millwall,Midfielder,,42.0,3113.0,6.0,20.0,8.0,23.0,9.0,2.0,,0.0,,1167.0,48.0,21.0,90.0,9.0,59.0,454.0,254.0,21.0,11.0,,53.0,44.0,11.0,0.0,0.0,,,0.0,0.0,
Championship,2022,Wood-Gordon,Nathan Dean Joshua,22.0,Middlesbrough,England,Swansea,Defender,,40.0,3408.0,0.0,6.0,6.0,5.0,2.0,0.0,1.0,0.0,,2618.0,11.0,61.0,39.0,16.0,39.0,282.0,162.0,27.0,19.0,,29.0,23.0,9.0,0.0,0.0,,,0.0,0.0,
