League,Season,Last Name,First Name,Age,Country,Team Name,Position,Number Of Appearances,Game Time,Number of Sub-ins,Number of Sub-outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total YellowRed Cards,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved,Goals Per Appearance,Number of Substituions per Game,Avg Minutes per Appearance,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
Serie C - Supercoppa Lega Finals,2022,Luciani,Pierluca,21,Italy,Robur Siena,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Luciani,Pierluca,21,Italy,Messina,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Koutsoupias,Ilias,22,Greece,Virtus Entella,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Groaz,Alessandro,19,Italy,Triestina,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Ronci,Antonio,22,Italy,Alessandria,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Ronci,Antonio,22,Italy,Fermana,Attacker,0,0.0,0,0,24,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Madonna,Simone,23,Italy,Pescara,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Baldi,Matteo,22,Italy,Triestina,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Baldi,Matteo,22,Italy,Juve Stabia,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Baldi,Matteo,22,Italy,Alessandria,Defender,31,2258.0,7,3,16,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.03225806451612903,0.3225806451612903,72.83870967741936,0.02745792736935341,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Bernardi,Edoardo,20,Italy,Arzignano Valchiampo,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Boseggia,Elia,19,Italy,Arzignano Valchiampo,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Rosolino,Matteo,20,Italy,Turris,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Vaughn,Claudio Alexander,20,USA,Virtus Francavilla,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Vaughn,Claudio Alexander,20,USA,Alessandria,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Virano,Ramon,19,Italy,Alessandria,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Di Quinzio,Davide Damiano,35,Italy,Fiorenzuola,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Di Quinzio,Davide Damiano,35,Italy,Lucchese,Midfielder,22,1075.0,9,11,14,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.09090909090909091,0.9090909090909091,48.86363636363637,0.020465116279069766,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Festa,Marco,32,Italy,Mantova,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Festa,Marco,32,Italy,Pordenone,Goalkeeper,35,3150.0,0,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Gonzi,Juri,30,Russia,Fiorenzuola,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Gonzi,Juri,30,Russia,Piacenza,Midfielder,26,1557.0,9,11,11,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.07692307692307693,0.7692307692307693,59.88461538461539,0.1001926782273603,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Crescenzi,Luca,32,Italy,Padova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Crescenzi,Luca,32,Italy,Robur Siena,Defender,30,2656.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.03333333333333333,88.53333333333333,0.0338855421686747,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Baldé Baldé,Ibourhima,25,Spain,Arzignano Valchiampo,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Baldé Baldé,Ibourhima,25,Spain,Messina,Attacker,37,2625.0,5,20,6,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.1891891891891892,0.6756756756756757,70.94594594594595,0.05638095238095238,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Alberti,Thomas,25,Italy,Fiorenzuola,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Lakti,Erald,24,Albania,Arzignano Valchiampo,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Lakti,Erald,24,Albania,Lecco,Midfielder,35,1432.0,22,8,32,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,0.0,0.08571428571428572,0.8571428571428571,40.91428571428571,0.21997206703910616,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Fusi,Pietro,26,Italy,Padova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Fusi,Pietro,26,Italy,Sangiuliano City,Midfielder,38,3129.0,3,15,3,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,0.0,0.0,0.0,0.10526315789473684,0.47368421052631576,82.34210526315789,0.13358900607222757,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Varas Marcillo,Kevin,31,Ecuador,Padova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Varas Marcillo,Kevin,31,Ecuador,Pergolettese,Midfielder,38,3303.0,1,10,1,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,0.0,0.23684210526315788,0.2894736842105263,86.92105263157895,0.10354223433242507,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Villa,Luca,25,Italy,Padova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Villa,Luca,25,Italy,Pergolettese,Defender,38,3404.0,0,3,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.05263157894736842,0.07894736842105263,89.57894736842105,0.04465334900117509,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Beretta,Roberto,22,Italy,Fiorenzuola,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Gentile,Davide,21,Italy,Fiorenzuola,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Gentile,Davide,21,Italy,PRO Vercelli,Defender,2,90.0,1,1,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,45.0,0.022222222222222223,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Zanon,Manuel,22,Italy,Arzignano Valchiampo,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Zanon,Manuel,22,Italy,Imolese,Midfielder,32,2070.0,10,8,14,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,0.0,0.03125,0.5625,64.6875,0.20096618357487922,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Guadagno,Johan Elia,20,Italy,Fiorenzuola,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Capelli,Alessandro,27,Italy,Padova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Capelli,Alessandro,27,Italy,Pro Sesto,Midfielder,41,3479.0,3,2,3,0.0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.17073170731707318,0.12195121951219512,84.85365853658537,0.04713998275366484,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Nelli,Jacopo,24,Italy,Fiorenzuola,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Nelli,Jacopo,24,Italy,Renate,Midfielder,15,928.0,2,11,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.8666666666666667,61.86666666666667,0.04849137931034483,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Nelli,Jacopo,24,Italy,Piacenza,Midfielder,16,896.0,5,6,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.6875,56.0,0.03571428571428571,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Silvestro,Alessandro,22,Italy,Fiorenzuola,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Silvestro,Alessandro,22,Italy,Montevarchi Calcio,Defender,13,679.0,7,2,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,0.0,0.6923076923076923,52.23076923076923,0.09572901325478644,0.0,0.019145802650957288
Serie C - Supercoppa Lega Finals,2022,Silvestro,Alessandro,22,Italy,PRO Vercelli,Defender,6,409.0,2,1,16,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.5,68.16666666666667,0.04400977995110024,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Omoregbe,Bob Murphy,21,Italy,Fiorenzuola,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Omoregbe,Bob Murphy,21,Italy,Torres,Attacker,10,337.0,9,1,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,33.7,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Sonzogni,Luca,19,Italy,Mantova,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Canato,Filippo,19,Italy,Arzignano Valchiampo,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Trimboli,Simone,21,Italy,Mantova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Brignani,Fabrizio,26,Italy,Mantova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Brignani,Fabrizio,26,Italy,Olbia,Defender,34,2850.0,2,1,2,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0.0,0.0,0.0,0.058823529411764705,0.08823529411764706,83.82352941176471,0.10736842105263157,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Suagher,Emanuele,32,Italy,Mantova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Suagher,Emanuele,32,Italy,Pro Sesto,Defender,10,683.0,2,2,19,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.1,0.4,68.3,0.043923865300146414,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Burrai,Salvatore,37,Italy,Mantova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Burrai,Salvatore,37,Italy,Pordenone,Midfielder,38,3132.0,3,10,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,0.0,0.0,0.0,0.07894736842105263,0.34210526315789475,82.42105263157895,0.15772669220945085,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Muroni,Mattia,28,Italy,Mantova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Muroni,Mattia,28,Italy,Reggiana,Midfielder,26,1223.0,16,4,21,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.038461538461538464,0.7692307692307693,47.03846153846154,0.08503679476696648,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Galuppini,Francesco,31,Italy,Mantova,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Galuppini,Francesco,31,Italy,Novara,Attacker,35,2190.0,11,21,12,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.0,0.2857142857142857,0.9142857142857143,62.57142857142857,0.07990867579908677,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Redolfi,Alex,30,Italy,Mantova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Redolfi,Alex,30,Italy,Gubbio,Defender,34,2365.0,10,4,14,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,0,0.0,0.0,0.0,0.029411764705882353,0.4117647058823529,69.55882352941177,0.15813953488372093,0.028752642706131076,0.0
Serie C - Supercoppa Lega Finals,2022,Bani,Cristiano,25,Italy,Mantova,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Bani,Cristiano,25,Italy,Imolese,Midfielder,11,603.0,6,1,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.6363636363636364,54.81818181818182,0.07296849087893864,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Bignami,Riccardo,23,Italy,Pergolettese,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Celesia,Christian,22,Italy,Mantova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Celesia,Christian,22,Italy,Messina,Defender,13,905.0,1,6,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,1,0.0,0.0,0.0,0.0,0.5384615384615384,69.61538461538461,0.0861878453038674,0.0,0.014364640883977901
Serie C - Supercoppa Lega Finals,2022,Celesia,Christian,22,Italy,Potenza,Defender,4,82.0,3,1,19,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,20.5,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Maggioni,Tommaso,23,Italy,Mantova,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Maggioni,Tommaso,23,Italy,Juve Stabia,Defender,37,3147.0,0,11,1,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0.0,0.0,0.0,0.05405405405405406,0.2972972972972973,85.05405405405405,0.09405783285668892,0.0,0.0
Serie C - Supercoppa Lega Finals,2022,Capoferri,Mattia,23,Italy,Pergolettese,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
