League,Season,Last Name,First Name,Age,Country,Team Name,Position,Number Of Appearances,Game Time,Number of Sub-ins,Number of Sub-outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total YellowRed Cards,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved,Goals Per Appearance,Number of Substituions per Game,Avg Minutes per Appearance,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
League One,2022,McKay,David,26,Scotland,Queen of the South,Defender,23,1611.0,6,0,19,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.2608695652173913,70.04347826086956,0.028553693358162633,0.0,0.0
League One,2022,Ross,Sebastian,24,Scotland,Falkirk,Midfielder,1,17.0,1,0,15,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0
League One,2022,Allan,Matthew,28,Scotland,Montrose,Defender,33,2519.0,6,3,8,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.030303030303030304,0.2727272727272727,76.33333333333333,0.039301310043668124,0.0,0.0
League One,2022,Hunter McLean,Russell Thomas,26,Scotland,Peterhead,Attacker,2,47.0,2,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0,23.5,0.0,0.0425531914893617,0.0
League One,2022,Hunter McLean,Russell Thomas,26,Scotland,Dumbarton,Attacker,2,65.0,2,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,32.5,0.0,0.0,0.0
League One,2022,O'Donnell,Cameron,23,Scotland,Alloa Athletic,Midfielder,21,894.0,13,3,23,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,0.0,0.0,0.0,0.7619047619047619,42.57142857142857,0.09395973154362416,0.02348993288590604,0.0
League One,2022,Morrison,Peter Joseph,26,Scotland,Falkirk,Goalkeeper,10,865.0,0,1,11,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.1,86.5,0.0,0.0,0.0
League One,2022,Stewart-Hutchinson,Adam,21,Scotland,Montrose,Defender,4,161.0,1,3,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,40.25,0.0,0.0,0.0
League One,2022,Robson,Finn,21,Scotland,Kelty Hearts,Midfielder,1,90.0,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
League One,2022,Deveney,Euan Thomas,22,Northern Ireland,Airdrie United,Defender,29,2242.0,5,2,12,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.034482758620689655,0.2413793103448276,77.3103448275862,0.025869759143621766,0.0,0.0
League One,2022,Buchanan,Steven,21,Scotland,Alloa Athletic,Midfielder,9,146.0,9,1,23,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.1111111111111112,16.22222222222222,0.06164383561643836,0.0,0.0
League One,2022,McLaren,Paul,20,Scotland,Alloa Athletic,Defender,3,89.0,2,1,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,29.666666666666668,0.0,0.0,0.0
League One,2022,Mohammed,Rayan,19,Scotland,Alloa Athletic,Midfielder,1,7.0,1,0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
League One,2022,Cannon,Nathan,19,Scotland,Alloa Athletic,Midfielder,0,0.0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League One,2022,Mackie,Sean,26,Scotland,Falkirk,Defender,21,1634.0,3,2,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.23809523809523808,77.80952380952381,0.07711138310893513,0.0,0.0
League One,2022,Morrison,Callumn,25,Scotland,Falkirk,Attacker,35,2720.0,3,15,3,0.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.34285714285714286,0.5142857142857142,77.71428571428571,0.03860294117647059,0.0,0.0
League One,2022,McGinn,Stephen,36,Scotland,Falkirk,Midfielder,34,2731.0,1,12,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.08823529411764706,0.38235294117647056,80.32352941176471,0.0373489564262175,0.0,0.0
League One,2022,Nesbitt,Aidan Robert,27,Scotland,Falkirk,Midfielder,36,2934.0,3,13,3,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.08333333333333333,0.4444444444444444,81.5,0.024539877300613498,0.0,0.0
League One,2022,Donaldson,Coll Ian,29,Scotland,Falkirk,Defender,33,2726.0,3,0,4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,0.0,0.0,0.030303030303030304,0.09090909090909091,82.60606060606061,0.09684519442406456,0.01210564930300807,0.0
League One,2022,McKay,Brad,31,Scotland,Falkirk,Defender,27,2036.0,5,1,9,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.07407407407407407,0.2222222222222222,75.4074074074074,0.07956777996070727,0.0,0.0
League One,2022,Oliver,Gary,29,Scotland,Falkirk,Attacker,36,2075.0,9,26,9,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.16666666666666666,0.9722222222222222,57.638888888888886,0.05204819277108434,0.0,0.0
League One,2022,Mercer,Scott,29,Scotland,Edinburgh City,Defender,13,948.0,3,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.0,0.23076923076923078,72.92307692307692,0.04113924050632912,0.0,0.0
League One,2022,Martin,Patrick,25,Scotland,Falkirk,Goalkeeper,1,35.0,1,0,20,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.0
League One,2022,Henderson,Liam,28,Scotland,Falkirk,Defender,31,2287.0,5,6,5,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,0.0,0.12903225806451613,0.3548387096774194,73.7741935483871,0.09488412767818101,0.0,0.0
League One,2022,MacIver,Ross,25,Scotland,Alloa Athletic,Attacker,36,2839.0,3,10,3,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.0,0.16666666666666666,0.3611111111111111,78.86111111111111,0.06340260655160268,0.0,0.0
League One,2022,Johnston,Craig,30,Scotland,Montrose,Attacker,30,1308.0,18,10,18,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.13333333333333333,0.9333333333333333,43.6,0.04587155963302752,0.0,0.0
League One,2022,McCann,Leon,24,Scotland,Falkirk,Defender,33,2844.0,0,5,3,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.030303030303030304,0.15151515151515152,86.18181818181819,0.03481012658227848,0.0,0.0
League One,2022,Agyeman,Alfredo,24,Ghana,Kelty Hearts,Attacker,36,2710.0,6,6,6,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.25,0.3333333333333333,75.27777777777777,0.013284132841328414,0.0,0.0
League One,2022,McGale,Robbie,24,Scotland,Peterhead,Midfielder,6,120.0,5,1,10,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0
League One,2022,Hogarth,Nicky William,23,Scotland,Falkirk,Goalkeeper,15,1350.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
League One,2022,Shanley,Ryan,23,Scotland,Edinburgh City,Attacker,30,1663.0,12,14,14,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0.0,0.0,0.0,0.26666666666666666,0.8666666666666667,55.43333333333333,0.12627781118460615,0.0,0.0
League One,2022,Bisland,Layton,20,Scotland,Peterhead,Defender,14,984.0,3,4,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.5,70.28571428571429,0.056910569105691054,0.0,0.0
League One,2022,Yeats,Finn,20,Scotland,Falkirk,Midfielder,28,1411.0,13,8,21,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0,0.75,50.392857142857146,0.07937632884479093,0.0,0.0
League One,2022,Shearer,Finlay,19,Scotland,Kelty Hearts,Attacker,9,134.0,9,0,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,14.88888888888889,0.06716417910447761,0.0,0.0
League One,2022,Grant,Peter,30,Scotland,Clyde,Defender,21,1723.0,2,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.0,0.09523809523809523,82.04761904761905,0.07312826465467208,0.0,0.0
League One,2022,Grant,Peter,30,Scotland,Dumbarton,Defender,2,180.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
League One,2022,Stanger,George William,24,Scotland,Alloa Athletic,Defender,33,2856.0,1,2,1,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,86.54545454545455,0.03466386554621849,0.0,0.0
League One,2022,Watson,Paul,34,Scotland,Falkirk,Defender,1,64.0,0,1,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,64.0,0.015625,0.0,0.0
League One,2022,O'Ware,Thomas,31,Scotland,Kelty Hearts,Defender,23,1898.0,3,1,4,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.08695652173913043,0.17391304347826086,82.52173913043478,0.07270811380400422,0.0,0.0
League One,2022,Craigen,James,33,England,Edinburgh City,Midfielder,31,2769.0,0,2,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.0967741935483871,0.06451612903225806,89.3225806451613,0.04478150957024196,0.0,0.0
League One,2022,Mutch,Robbie,26,Scotland,Edinburgh City,Goalkeeper,35,3150.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.011111111111111112,0.0,0.0
League One,2022,Kabia,Jaze,24,Republic of Ireland,Queen of the South,Attacker,4,138.0,2,2,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.25,1.0,34.5,0.0,0.0,0.0
League One,2022,Jamieson,Darren,33,Scotland,Kelty Hearts,Goalkeeper,35,3104.0,1,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.02857142857142857,88.68571428571428,0.022551546391752577,0.0,0.0
League One,2022,Thomson,Jason,37,Scotland,Kelty Hearts,Defender,16,1146.0,3,2,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.3125,71.625,0.013961605584642234,0.0,0.0
League One,2022,Stirling,Ben,26,Scotland,Edinburgh City,Defender,5,136.0,2,3,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,27.2,0.03676470588235294,0.0,0.0
League One,2022,Travis,Michael,31,South Africa,Edinburgh City,Defender,1,4.0,1,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0
League One,2022,Ballantyne,Cameron F.,24,Scotland,Montrose,Midfielder,13,884.0,2,5,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5384615384615384,68.0,0.0,0.0,0.0
League One,2022,Hamilton,Lee,29,Scotland,Edinburgh City,Defender,29,2339.0,2,3,6,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0.0,0.0,0.0,0.034482758620689655,0.1724137931034483,80.65517241379311,0.04959384352287302,0.0,0.0
League One,2022,Howie,Craig,28,Scotland,Alloa Athletic,Defender,7,299.0,5,0,9,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.7142857142857143,42.714285714285715,0.023411371237458192,0.0,0.0
League One,2022,Leitch,Robbie,26,England,Kelty Hearts,Midfielder,11,592.0,3,6,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.8181818181818182,53.81818181818182,0.018581081081081082,0.0,0.0
League One,2022,Kinnear,Brian,23,Scotland,Falkirk,Goalkeeper,11,990.0,0,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
League One,2022,Allan,Jordan,26,Scotland,Falkirk,Attacker,12,360.0,9,2,13,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.16666666666666666,0.9166666666666666,30.0,0.03333333333333333,0.0,0.0
League One,2022,Allan,Jordan,26,Scotland,Clyde,Attacker,21,1468.0,5,7,5,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,0.0,0.0,0.0,0.47619047619047616,0.5714285714285714,69.9047619047619,0.042915531335149866,0.0,0.014305177111716623
League One,2022,Campbell,Liam,20,Scotland,Kelty Hearts,Goalkeeper,2,136.0,0,1,33,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,68.0,0.0,0.0,0.0
League One,2022,Rodden,Bradley,28,Scotland,Alloa Athletic,Attacker,15,629.0,8,7,13,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.3333333333333333,1.0,41.93333333333333,0.02384737678855326,0.0,0.0
League One,2022,Bain,Brandyn,0,Scotland,Edinburgh City,Goalkeeper,0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League One,2022,Meekison,Archie Alexander,22,Scotland,Falkirk,Midfielder,1,16.0,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0
League One,2022,Mochrie,Christopher Robert,21,Scotland,Dunfermline,Midfielder,34,2132.0,12,11,13,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.058823529411764705,0.6764705882352942,62.705882352941174,0.015947467166979364,0.0,0.0
League One,2022,Martin,Lewis,28,Scotland,Kelty Hearts,Defender,28,2248.0,2,3,5,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,80.28571428571429,0.02491103202846975,0.012455516014234875,0.0
League One,2022,Higginbotham,Kallum Michael,35,England,Kelty Hearts,Attacker,26,2150.0,1,10,1,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0.0,0.0,0.0,0.23076923076923078,0.4230769230769231,82.6923076923077,0.07255813953488371,0.0,0.0
League One,2022,Handling,Daniel,30,Scotland,Edinburgh City,Midfielder,36,2456.0,9,11,9,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.3611111111111111,0.5555555555555556,68.22222222222223,0.043973941368078175,0.0,0.0
League One,2022,Hill,Douglas,39,Scotland,Kelty Hearts,Defender,4,216.0,1,3,22,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,1.0,54.0,0.037037037037037035,0.0,0.0
League One,2022,Crane,Callum Thomas,28,Scotland,Edinburgh City,Defender,33,2713.0,2,5,4,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0.0,0.0,0.0,0.09090909090909091,0.21212121212121213,82.21212121212122,0.06081828234426833,0.0,0.012163656468853666
League One,2022,Milne,Lewis,30,Scotland,Montrose,Midfielder,20,1476.0,4,2,7,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.2,0.3,73.8,0.0,0.0,0.0
League One,2022,Strachan,Luke Robert,23,England,Alloa Athletic,Defender,12,812.0,3,3,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.5,67.66666666666667,0.029556650246305417,0.0,0.0
League One,2022,McIntyre,Robbie,30,Scotland,Edinburgh City,Defender,27,1576.0,11,1,18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.4444444444444444,58.370370370370374,0.01713197969543147,0.0,0.0
League One,2022,Wright,Matthew,22,Scotland,Falkirk,Attacker,10,272.0,9,0,15,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.1,0.9,27.2,0.0,0.0,0.0
League One,2022,Wright,Matthew,22,Scotland,Montrose,Attacker,17,805.0,8,8,9,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.35294117647058826,0.9411764705882353,47.35294117647059,0.02111801242236025,0.0,0.0
League One,2022,Miller,Murray,22,Australia,Alloa Athletic,Midfielder,30,2068.0,5,12,11,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.06666666666666667,0.5666666666666667,68.93333333333334,0.014506769825918761,0.0,0.0
League One,2022,Elliot Brian,Ciarán,24,Scotland,Edinburgh City,Defender,2,99.0,1,0,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,49.5,0.0,0.0,0.0
League One,2022,McNab,Robbie,28,Scotland,Kelty Hearts,Midfielder,11,491.0,6,2,18,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.7272727272727273,44.63636363636363,0.044806517311608965,0.0,0.0
League One,2022,Rodden,Andrew,23,Scotland,Clyde,Defender,9,237.0,8,1,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,1.0,26.333333333333332,0.0759493670886076,0.0,0.0
League One,2022,Cassidy,Aidan,22,Scotland,Clyde,Defender,0,0.0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League One,2022,Offord,Kieran,20,Scotland,Alloa Athletic,Attacker,13,570.0,8,3,10,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0.0,0.0,0.0,0.23076923076923078,0.8461538461538461,43.84615384615385,0.06842105263157895,0.0,0.0
League One,2022,Boyle,Logan,21,Scotland,Edinburgh City,Midfielder,0,0.0,0,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League One,2022,Suleyman,Majid,21,Scotland,Alloa Athletic,Defender,0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
League One,2022,Scullion,Robbie,20,Scotland,Peterhead,Midfielder,7,420.0,2,4,11,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.8571428571428571,60.0,0.03333333333333333,0.0,0.0
League One,2022,McKay,Paul,28,Scotland,Queen of the South,Defender,26,2211.0,0,4,2,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.038461538461538464,0.15384615384615385,85.03846153846153,0.011759384893713252,0.011759384893713252,0.0
League One,2022,Connelly,Lee,25,Scotland,Queen of the South,Attacker,24,962.0,14,9,17,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.125,0.9583333333333334,40.083333333333336,0.04989604989604989,0.024948024948024946,0.0
League One,2022,Reilly,Gavin Christopher,31,Scotland,Queen of the South,Attacker,20,1394.0,2,13,3,0.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.25,0.75,69.7,0.028694404591104734,0.0,0.0
