League,Season,Last Name,First Name,Age,Country,Team Name,Position,Number Of Appearances,Game Time,Number of Sub-ins,Number of Sub-outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red Cards,Total YellowRed Cards,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved,Goals Per Appearance,Number of Substituions per Game,Avg Minutes per Appearance,Yellow Card Rate,Red Card Rate,YellowRed Card Rate
Championship,2022,McConnell,Jack,20,Scotland,Ayr Utd,Goalkeeper,0,0.0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Arnott,Aaron,21,Scotland,Raith Rovers,Midfielder,1,2.0,1,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Championship,2022,Lyon,James,21,Scotland,Partick,Midfielder,2,16.0,2,0,25,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0
Championship,2022,Mitchell,Kieran,21,Scotland,Raith Rovers,Attacker,2,15.0,2,0,5,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.5,0.0,0.0,0.0
Championship,2022,Young,Greig,21,Scotland,Raith Rovers,Defender,0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Nicol,Gregor,21,Scotland,Queen's Park,Midfielder,0,0.0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Cairns,Ethan John,20,Scotland,Inverness CT,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Hennem,Harry,20,Scotland,Inverness CT,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Nicolson,Lewis,20,Scotland,Inverness CT,Defender,0,0.0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Viviani,Dario,20,Scotland,Ayr Utd,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Jenkins,Carter,20,Scotland,Ayr Utd,Midfielder,0,0.0,0,0,7,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Nicolson,Aaron,19,Scotland,Inverness CT,Defender,2,15.0,2,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.5,0.0,0.0,0.0
Championship,2022,Burrell,Rumarn Kameron-Scott,24,England,Falkirk,Attacker,2,148.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,74.0,0.0,0.0,0.0
Championship,2022,Winter,Andrew,22,Scotland,Hamilton Academical,Attacker,4,386.0,0,1,0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.75,0.25,96.5,0.0,0.0,0.0
Championship,2022,Marshall,Jordan,28,England,Dundee,Defender,26,2034.0,3,6,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0.0,0.0,0.0,0.0,0.34615384615384615,78.23076923076923,0.06391347099311702,0.0,0.0
Championship,2022,Jamieson,Darren,33,Scotland,Airdrie United,Goalkeeper,1,90.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Johannesen Frederiksen,John,28,Denmark,Raith Rovers,Attacker,9,172.0,7,2,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,19.11111111111111,0.05232558139534884,0.0,0.0
Championship,2022,Shiels,Matthew,24,Scotland,Hamilton Academical,Defender,3,152.0,2,1,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,50.666666666666664,0.01973684210526316,0.0,0.0
Championship,2022,Howie,Craig,28,Scotland,Alloa Athletic,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Wright,Matthew,22,Scotland,Falkirk,Attacker,1,31.0,1,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,0.0,0.0
Championship,2022,Redfern,Marley,22,Scotland,Hamilton Academical,Midfielder,1,16.0,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,16.0,0.0,0.0,0.0
Championship,2022,Kinnear,Brian,23,Scotland,Falkirk,Goalkeeper,1,90.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Allan,Jordan,26,Scotland,Falkirk,Attacker,1,20.0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.05,0.0
Championship,2022,Schwake,Brian,23,USA,Morton,Goalkeeper,36,3240.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.022222222222222223,0.0,0.0
Championship,2022,Young,Bradley Jamie Ethan,21,England,Ayr Utd,Attacker,11,611.0,4,6,7,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,0.0,0.18181818181818182,0.9090909090909091,55.54545454545455,0.03600654664484452,0.0,0.0
Championship,2022,McGinn,Christopher,19,Scotland,Hamilton Academical,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Lawal,Oluwasegun,23,Republic of Ireland,Falkirk,Midfielder,1,32.0,1,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,0.0
Championship,2022,Reedy,Pierre,26,USA,Dundee,Defender,4,33.0,4,0,6,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,8.25,0.12121212121212122,0.0,0.0
Championship,2022,Rodden,Bradley,28,Scotland,Alloa Athletic,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Rankin,Luke,20,Scotland,Alloa Athletic,Attacker,1,10.0,1,1,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0
Championship,2022,Latona,Lewis,18,Scotland,Hamilton Academical,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Morgan,Liam,18,Scotland,Hamilton Academical,Attacker,0,0.0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,McGowan,Dylan John,33,Australia,Hamilton Academical,Defender,4,390.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,97.5,0.010256410256410256,0.0,0.0
Championship,2022,Mackie,Sean,26,Scotland,Falkirk,Defender,1,90.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Morrison,Callumn,25,Scotland,Falkirk,Attacker,2,134.0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,67.0,0.0,0.0,0.0
Championship,2022,Fulton,Ryan William,28,England,Hamilton Academical,Goalkeeper,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Hamilton,Jamie,22,Scotland,Hamilton Academical,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Martin,Scott Anthony,27,Scotland,Hamilton Academical,Midfielder,4,366.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.25,91.5,0.01092896174863388,0.0,0.0
Championship,2022,Smith,Lewis,24,Scotland,Hamilton Academical,Midfielder,4,244.0,1,3,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,61.0,0.01639344262295082,0.0,0.0
Championship,2022,McGinn,Stephen,36,Scotland,Falkirk,Midfielder,2,93.0,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,46.5,0.0,0.0,0.0
Championship,2022,Watson,Paul,34,Scotland,Falkirk,Defender,0,0.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Nesbitt,Aidan Robert,27,Scotland,Falkirk,Midfielder,2,89.0,1,1,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,44.5,0.0,0.0,0.0
Championship,2022,Donaldson,Coll Ian,29,Scotland,Falkirk,Defender,2,180.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.5,0.0,90.0,0.011111111111111112,0.0,0.0
Championship,2022,Tumilty,Reghan,27,Scotland,Hamilton Academical,Defender,4,322.0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.5,80.5,0.012422360248447204,0.0,0.0
Championship,2022,Oliver,Gary,29,Scotland,Falkirk,Attacker,2,105.0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,52.5,0.0,0.0,0.0
Championship,2022,Henderson,Liam,28,Scotland,Falkirk,Defender,2,162.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,81.0,0.0,0.0,0.0
Championship,2022,MacIver,Ross,25,Scotland,Alloa Athletic,Attacker,2,180.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,McCann,Leon,24,Scotland,Falkirk,Defender,1,90.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Smith,Jamie,22,Scotland,Hamilton Academical,Goalkeeper,4,390.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,97.5,0.010256410256410256,0.0,0.0
Championship,2022,Yeats,Finn,20,Scotland,Falkirk,Midfielder,2,126.0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,63.0,0.0,0.0,0.0
Championship,2022,Gordon Stanway,Ben Robert,20,Scotland,Airdrie United,Midfielder,4,55.0,4,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,13.75,0.0,0.0,0.0
Championship,2022,Gordon Stanway,Ben Robert,20,Scotland,Partick,Midfielder,2,28.0,2,0,12,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,14.0,0.07142857142857142,0.0,0.0
Championship,2022,Owens,Fergus,21,Scotland,Hamilton Academical,Defender,1,90.0,0,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Lewis Scougall,Stefan,32,Scotland,Alloa Athletic,Midfielder,1,90.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Easton,Brian Neil,36,Scotland,Hamilton Academical,Defender,0,0.0,0,0,4,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Sammon,Conor,38,Republic of Ireland,Alloa Athletic,Attacker,2,176.0,0,1,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.5,0.5,88.0,0.0,0.0,0.0
Championship,2022,Mimnaugh,Reegan,23,Scotland,Hamilton Academical,Midfielder,4,390.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0
Championship,2022,Williamson,Ryan,28,Scotland,Falkirk,Defender,1,54.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,0.0
Championship,2022,Graham,Andrew,41,Scotland,Alloa Athletic,Defender,1,65.0,1,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,65.0,0.0,0.0,0.0
Championship,2022,Taggart,Scott,33,Scotland,Alloa Athletic,Defender,2,105.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,52.5,0.0,0.0,0.0
Championship,2022,Robertson,Jon,35,Scotland,Alloa Athletic,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Cawley,Kevin,35,Scotland,Alloa Athletic,Midfielder,2,136.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,68.0,0.0,0.0,0.0
Championship,2022,Church,Daniel,24,Scotland,Alloa Athletic,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Devine,David,23,Scotland,Alloa Athletic,Defender,2,159.0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,79.5,0.0,0.0,0.0
Championship,2022,Crawford McGuffie,Craig,27,Scotland,Falkirk,Midfielder,0,0.0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,O'Donnell,Cameron,23,Scotland,Alloa Athletic,Midfielder,2,109.0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.5,54.5,0.01834862385321101,0.0,0.0
Championship,2022,Morrison,Peter Joseph,26,Scotland,Falkirk,Goalkeeper,1,90.0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Deveney,Euan Thomas,22,Northern Ireland,Airdrie United,Defender,2,125.0,1,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.5,62.5,0.0,0.0,0.0
Championship,2022,Buchanan,Steven,21,Scotland,Alloa Athletic,Midfielder,2,48.0,2,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,24.0,0.041666666666666664,0.0,0.0
Championship,2022,McLaren,Paul,20,Scotland,Alloa Athletic,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Prince Okosun,Bright Osemudiamen,19,Spain,Airdrie United,Attacker,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Mohammed,Rayan,19,Scotland,Alloa Athletic,Midfielder,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Cannon,Nathan,19,Scotland,Alloa Athletic,Midfielder,0,0.0,0,0,2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Taylor-Sinclair,Aaron,33,Scotland,Airdrie United,Defender,3,300.0,0,0,1,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,100.0,0.0,0.0,0.0
Championship,2022,Frizzell,Adam,26,Scotland,Airdrie United,Midfielder,4,390.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,97.5,0.0,0.0,0.0
Championship,2022,McKay,Brad,31,Scotland,Falkirk,Defender,2,180.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
Championship,2022,Telfer,Charles,29,Scotland,Airdrie United,Midfielder,4,153.0,3,1,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,38.25,0.0,0.0,0.0
Championship,2022,Durnan,Mark,32,Scotland,Alloa Athletic,Defender,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Championship,2022,Smith,Callum,25,Scotland,Airdrie United,Attacker,4,331.0,0,4,0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.5,1.0,82.75,0.012084592145015106,0.0,0.0
Championship,2022,Fordyce,Callum,32,Scotland,Airdrie United,Defender,4,390.0,0,0,0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.25,0.0,97.5,0.0,0.0,0.0
Championship,2022,Gallagher,Calum,30,Scotland,Airdrie United,Attacker,4,338.0,0,3,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.75,84.5,0.0,0.0,0.0
Championship,2022,Ballantyne,Cameron,27,Scotland,Airdrie United,Defender,4,390.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0.0,97.5,0.010256410256410256,0.0,0.0
Championship,2022,Hutton,David William,39,Scotland,Airdrie United,Goalkeeper,1,23.0,1,0,3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1.0,23.0,0.043478260869565216,0.0,0.0
