League,Season,Last Name,FirstName,Age,City,Country,Team Name,Posistion,Player Number,Number Of Appearences,Game Time,Number of Sub ins,Number of Sub outs,Number of Times Benched,Total Shots,Total Shots On Goal,Total Goals Scored,Number of Goals Assists,Number of Goals Conceded,Number of Goals Saved,Total Passes,Number of Key Passes,Passing Accuracy,Total Tackles,Total Blocks,Number of Interceptions,Total Duels,Number of Duels Won,Total Dribble Attempts,Total Successful Dribbles,Total Dribble Past,Total Fouls Drawn,Total Fouls Committed,Total Yellow Cards,Total Red cards,Total YellowRed cards,Number of Penalties Won,Number of Penalties Commited,Number of Penalties Scored,Number of Penalties Missed,Number of Penalties Saved
First League,2020,Ferati,Besnik,24.0,Skopje,North Macedonia,Akademija Pandev,Midfielder,,13.0,790.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2020,Shala,Arbër,33.0,,Kosovo,Renova,Defender,,13.0,1096.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Álvarez Rodríguez,Freddy Antonio,29.0,Nicoya,Costa Rica,Shkupi 1927,Midfielder,,32.0,2614.0,3.0,3.0,3.0,,,2.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2020,Baša,Edi,31.0,Pula,Croatia,Borec,Attacker,,11.0,866.0,2.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2020,Bejtulai,Egzon,30.0,Tetovo,North Macedonia,Shkendija,Defender,,28.0,2520.0,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,0.0,,,,,
First League,2020,Ramadani,Besir,24.0,Skopje,North Macedonia,Struga,Defender,,13.0,1093.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,das Graças Lima da Silva Neto,Bianor,30.0,Amazonas,Brazil,Shkupi 1927,Defender,,29.0,2509.0,1.0,1.0,1.0,,,3.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2020,Dimoski,Bojan,23.0,Prilep,North Macedonia,Akademija Pandev,Midfielder,,30.0,1989.0,9.0,9.0,9.0,,,1.0,,,,,,,,,,,,,,,,,5.0,0.0,1.0,,,,,
First League,2020,Berisha,Jakup,24.0,,North Macedonia,Shkupi 1927,Midfielder,,25.0,685.0,17.0,17.0,17.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2020,Sadiki,Nehar,26.0,Kumanovo,North Macedonia,Renova,Defender,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Najdovski,Filip,32.0,Skopje,North Macedonia,Vardar Skopje,Midfielder,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Redjepi,Bekim,28.0,,North Macedonia,Shkendija,Goalkeeper,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Jovanovski,Marko,36.0,,North Macedonia,Akademija Pandev,Goalkeeper,,15.0,1350.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Ademi,Ilirid,29.0,,North Macedonia,Shkupi 1927,Attacker,,31.0,1700.0,11.0,11.0,11.0,,,4.0,,,,,,,,,,,,,,,,,3.0,0.0,1.0,,,,,
First League,2020,Lichina,Esmin,26.0,,North Macedonia,Makedonija GjP,Midfielder,,31.0,2604.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,8.0,0.0,1.0,,,,,
First League,2020,Velii,Hadis,34.0,,North Macedonia,Renova,Goalkeeper,,33.0,2970.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Serafimov,Nikola,25.0,,North Macedonia,Akademija Pandev,Defender,,25.0,2004.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,4.0,1.0,0.0,,,,,
First League,2020,Aliti,Arlind,25.0,,North Macedonia,Renova,Defender,,10.0,743.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Maksimov,Metodi,22.0,Kočani,North Macedonia,FK Rabotnicki,Defender,,25.0,1105.0,13.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,7.0,0.0,1.0,,,,,
First League,2020,Iseni,Besir,24.0,,North Macedonia,Struga,Defender,,7.0,395.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Ignatov Shterev,Svilen,32.0,,Bulgaria,Sileks,Midfielder,,10.0,391.0,6.0,6.0,6.0,,,2.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Gavrić,Nikola,29.0,,Croatia,Borec,Defender,,5.0,269.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Pavić,Antonio,30.0,Frankfurt,Germany,Shkendija,Defender,,30.0,2587.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,11.0,0.0,0.0,,,,,
First League,2020,Kitanovski,Tome,32.0,Bitola,North Macedonia,Makedonija GjP,Defender,,30.0,2662.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,14.0,0.0,0.0,,,,,
First League,2020,Maslać,Mario,34.0,Novi Sad,Serbia,Akademija Pandev,Defender,,12.0,923.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Zejnullai,Arbin,25.0,,North Macedonia,Shkendija,Midfielder,,28.0,925.0,18.0,18.0,18.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Yunuszadə,Elvin,32.0,Qazakh,Azerbaijan,Shkupi 1927,Defender,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Ahmedi,Valon,30.0,Ohrid,North Macedonia,Shkendija,Midfielder,,13.0,1026.0,1.0,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,da Silva,Robson,29.0,,Brazil,Makedonija GjP,Midfielder,,14.0,1113.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Muharem,Suhejlj,23.0,,North Macedonia,Renova,Attacker,,24.0,1130.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2020,Dimov,Dime,30.0,,North Macedonia,Akademija Pandev,Defender,,18.0,1620.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2020,Atanaskoski,David,28.0,,North Macedonia,Makedonija GjP,Defender,,22.0,1925.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,1.0,,,,,
First League,2020,Gajić,Marko,27.0,,Slovenia,Renova,Defender,,1.0,28.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Velinovski,Kristijan,25.0,,North Macedonia,Akademija Pandev,Midfielder,,30.0,1657.0,11.0,11.0,11.0,,,2.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2020,Emini,Sefer,24.0,,North Macedonia,Makedonija GjP,Midfielder,,8.0,720.0,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2020,Nikolov,Ivan,22.0,,North Macedonia,Akademija Pandev,Defender,,19.0,1311.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2020,Alii,Ramin,23.0,,North Macedonia,Shkupi 1927,Midfielder,,5.0,261.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Elezi,Dashmir,20.0,,North Macedonia,Shkendija,Attacker,,20.0,869.0,6.0,6.0,6.0,,,6.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2020,Ismaili,Ysni,22.0,,Albania,Pelister,Defender,,8.0,50.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Lazarov,Andrej,25.0,,North Macedonia,FK Rabotnicki,Midfielder,,7.0,135.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Jevtoski,Stefan,27.0,Skopje,North Macedonia,FK Rabotnicki,Midfielder,,27.0,1885.0,6.0,6.0,6.0,,,4.0,,,,,,,,,,,,,,,,,9.0,1.0,0.0,,,,,
First League,2020,Osmanoski,Anes,24.0,München,Germany,Borec,Midfielder,,15.0,873.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2020,Diack,Lamine,24.0,Dakar,Senegal,Shkupi 1927,Midfielder,,30.0,2430.0,3.0,3.0,3.0,,,4.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2020,Coulibaly,Souleymane,26.0,Meulan,France,Renova,Defender,,4.0,192.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2020,Boshkovski,Filip,24.0,Bitola,North Macedonia,Pelister,Defender,,28.0,1584.0,12.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Celeski,Bobi,26.0,,North Macedonia,Skopje,Goalkeeper,,4.0,256.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Mustafov,Burhan,28.0,"
    ",North Macedonia,Renova,Midfielder,,28.0,1393.0,15.0,15.0,15.0,,,3.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2021,Milenkovski,Filip,32.0,"
    ",North Macedonia,Bregalnica Štip,Defender,,19.0,745.0,12.0,12.0,12.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Desnikj,Dario,29.0,,North Macedonia,Skopje,Midfielder,,30.0,2623.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,8.0,0.0,1.0,,,,,
First League,2021,Fetai,Saimir,33.0,"
    ",North Macedonia,Renova,Midfielder,,16.0,905.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Simonovski,Stefan,22.0,"
    ",North Macedonia,FK Rabotnicki,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Selmani,Jasir,31.0,"
    ",North Macedonia,Renova,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Panovski,Borjan,22.0,Skopje,North Macedonia,FK Rabotnicki,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Taipi,Alban,20.0,,North Macedonia,Renova,Attacker,,9.0,410.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Bakracheski,Naumche,26.0,"
    ",North Macedonia,Bregalnica Štip,Midfielder,,22.0,1022.0,13.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,1.0,,,,,
First League,2021,Razmoski,Darko,24.0,,North Macedonia,Pelister,Attacker,,16.0,1125.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,5.0,1.0,0.0,,,,,
First League,2021,Souahib,Mouhamadou,24.0,"
    ",Senegal,Renova,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Kostadinov,Nikola,26.0,,North Macedonia,Tikveš,Midfielder,,1.0,25.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Badjie,Ebrima,22.0,"
    ",Gambia,FK Rabotnicki,Attacker,,3.0,17.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Darboe,Lamin,20.0,"
    ",Gambia,FK Rabotnicki,Attacker,,6.0,73.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Smilkov,Aleksandar,19.0,"
    ",North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Mihajlov,Darko,20.0,,North Macedonia,Bregalnica Štip,Midfielder,,1.0,30.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Gerasimovski,Dushan,20.0,,North Macedonia,FK Rabotnicki,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Mitev,Mario,20.0,,North Macedonia,Bregalnica Štip,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Poposki,Borjan,19.0,,North Macedonia,FK Rabotnicki,Defender,,1.0,3.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Jusuf,Alpaj,24.0,"
    ",North Macedonia,Pelister,Midfielder,,28.0,1931.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,0.0,,,,,
First League,2021,Sadiki,Burim,33.0,"
    ",North Macedonia,Renova,Midfielder,,25.0,1440.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,9.0,0.0,0.0,,,,,
First League,2021,Taleski,Aleks,22.0,Melbourne,Australia,Borec,Midfielder,,17.0,1063.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Kocev,Robert,29.0,,North Macedonia,Tikveš,Midfielder,,17.0,1017.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2021,Rakipi,Oktaj,19.0,"
    ",North Macedonia,Borec,Midfielder,,6.0,205.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Bekjiri,Ardian,21.0,"
    ",North Macedonia,Renova,Defender,,1.0,1.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Kosteski,Mario,20.0,Skopje,North Macedonia,FK Rabotnicki,Attacker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Ristovski,Kiril,23.0,"
    ",North Macedonia,Skopje,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Islami,Vulnet,27.0,"
    ",North Macedonia,Renova,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Ebibi,Festim,21.0,"
    ",North Macedonia,Renova,Midfielder,,11.0,507.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Markoski,Slave,20.0,"
    ",North Macedonia,Tikveš,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Nunes Santos,Kaio Lucas,25.0,Campinas,Brazil,Akademija Pandev,Attacker,,10.0,397.0,7.0,7.0,7.0,,,2.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Najdov,Trajche,22.0,"
    ",North Macedonia,Tikveš,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Jamini,Azis,17.0,"
    ",North Macedonia,Renova,Midfielder,,5.0,33.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Gogov,Borche,19.0,"
    ",North Macedonia,Tikveš,Defender,,1.0,28.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,da Silva Cavalcanti,Rafael Goes,21.0,Recife,Brazil,FK Rabotnicki,Midfielder,,27.0,2130.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,7.0,0.0,0.0,,,,,
First League,2021,Ivanoski,Jane,34.0,"
    ",North Macedonia,Skopje,Midfielder,,1.0,0.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Ali,Ali,19.0,"
    ",North Macedonia,Renova,Defender,,9.0,375.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Kostovski,Stefan,20.0,"
    ",North Macedonia,Tikveš,Midfielder,,2.0,47.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Spasevski,Nikola,0.0,"
    ",North Macedonia,Skopje,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,da Silva,Igor Wanderson,27.0,Araraquara,Brazil,Shkendija,Midfielder,,2.0,137.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Naumoski,Mario,23.0,"
    ",North Macedonia,Bregalnica Štip,Midfielder,,13.0,262.0,12.0,12.0,12.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Kostov,Stefan,27.0,,North Macedonia,Tikveš,Midfielder,,1.0,28.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Gafuri,Argjent,34.0,,North Macedonia,Renova,Midfielder,,13.0,187.0,13.0,13.0,13.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Cordoba,Alexander Borja,25.0,,Colombia,Renova,Defender,,20.0,1352.0,3.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Hristov,Simeon,31.0,Skopje,North Macedonia,FK Rabotnicki,Attacker,,5.0,170.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Saliu,Pajazit,30.0,,North Macedonia,Struga,Attacker,,1.0,44.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Risteski,Nikola,27.0,,North Macedonia,Renova,Defender,,5.0,178.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Timevski,Bojan,23.0,,North Macedonia,FK Rabotnicki,Goalkeeper,,2.0,180.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Mitrev,Stefan,20.0,,North Macedonia,Akademija Pandev,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Siljanovski,Dejan,29.0,,North Macedonia,Skopje,Goalkeeper,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Ibrahimovikj,Dzhemal,22.0,,North Macedonia,Borec,Defender,,7.0,391.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Karakamishev,Riste,28.0,Valandovo,North Macedonia,Tikveš,Defender,,20.0,1662.0,1.0,1.0,1.0,,,5.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2021,Kadriu,Atdhe,19.0,Kumanovo,North Macedonia,Makedonija GjP,Midfielder,,2.0,16.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Manasiev,Josif,22.0,,North Macedonia,Borec,Defender,,11.0,264.0,10.0,10.0,10.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Abazi,Agan,21.0,,North Macedonia,Makedonija GjP,Midfielder,,5.0,135.0,4.0,4.0,4.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Ljushev,David,19.0,,North Macedonia,FK Rabotnicki,Defender,,1.0,84.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Udoma,Chukwuma,25.0,,Nigeria,Pelister,Attacker,,12.0,523.0,7.0,7.0,7.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Gjurchinovski,Matej,19.0,,North Macedonia,FK Rabotnicki,Attacker,,2.0,32.0,2.0,2.0,2.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Mirchev,Filip,19.0,,North Macedonia,Borec,Goalkeeper,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Pandev,Sashko,36.0,Strumica,North Macedonia,Akademija Pandev,Attacker,,14.0,167.0,14.0,14.0,14.0,,,0.0,,,,,,,,,,,,,,,,,5.0,0.0,1.0,,,,,
First League,2021,Tanturovski,Dejan,30.0,"
    ",North Macedonia,FK Rabotnicki,Midfielder,,17.0,857.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Janakievski,Ivo,30.0,,North Macedonia,Skopje,Midfielder,,32.0,2638.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,6.0,0.0,0.0,,,,,
First League,2021,Zárate Fagiuoli,Gonzalo Iván,28.0,Córdoba,Argentina,Borec,Midfielder,,13.0,663.0,5.0,5.0,5.0,,,1.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2021,Redzhepi,Besart,23.0,,North Macedonia,Borec,Midfielder,,11.0,400.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2021,Ljuma,Ensar,23.0,,North Macedonia,Borec,Attacker,,27.0,1828.0,4.0,4.0,4.0,,,3.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Nikolovski,Andzhelo,22.0,,North Macedonia,Bregalnica Štip,Defender,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Idrizović,Mirza,27.0,"
    ",Serbia,Tikveš,Defender,,16.0,636.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2021,Trifunov,Davor,23.0,,Australia,Borec,Midfielder,,16.0,699.0,10.0,10.0,10.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Manasievski,Filip,22.0,,North Macedonia,Borec,Defender,,18.0,860.0,8.0,8.0,8.0,,,0.0,,,,,,,,,,,,,,,,,3.0,0.0,0.0,,,,,
First League,2021,Məmmədzadə,Nazim,22.0,Baku,Azerbaijan,Renova,Defender,,2.0,46.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Emurli,Amar,20.0,Tetovo,North Macedonia,Renova,Attacker,,12.0,520.0,3.0,3.0,3.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Ivanovski,Kristijan,25.0,,North Macedonia,Borec,Attacker,,11.0,145.0,11.0,11.0,11.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Aliev,Burim,23.0,,North Macedonia,Borec,Midfielder,,14.0,788.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2021,Natrang,Edgard,23.0,,Senegal,Pelister,Defender,,11.0,892.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,2.0,0.0,1.0,,,,,
First League,2021,Rakidzhiev,Miki,20.0,,North Macedonia,Borec,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Obadikj,Petar,20.0,,North Macedonia,Makedonija GjP,Defender,,1.0,90.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Mushe,Jasin,21.0,,North Macedonia,Borec,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Zlatevski,Aleksandar,22.0,,North Macedonia,Borec,Midfielder,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,
First League,2021,Kostadinovski,Stojanche,27.0,,North Macedonia,Borec,Midfielder,,10.0,442.0,6.0,6.0,6.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Abdellaoui,Bakr Sadiq,26.0,Helsinki,Finland,Akademija Pandev,Attacker,,1.0,17.0,1.0,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Đorđević,Draško,29.0,Beograd,Serbia,FK Rabotnicki,Defender,,13.0,802.0,5.0,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,2.0,0.0,0.0,,,,,
First League,2021,Rodrigues de Araujo,Fernando Augusto,30.0,Araxá,Brazil,Makedonija GjP,Defender,,18.0,1620.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,4.0,0.0,0.0,,,,,
First League,2021,Mirković,Uroš,33.0,Prokuplje,Serbia,Tikveš,Midfielder,,11.0,807.0,2.0,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,1.0,0.0,0.0,,,,,
First League,2021,Acevski,Andrej,31.0,Skopje,North Macedonia,Borec,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Petrovski,Martin,23.0,"
    ",North Macedonia,FK Rabotnicki,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Naumovski,Blagoja,29.0,"
    ",North Macedonia,Pelister,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Shishkov,Martin,35.0,"
    ",North Macedonia,Bregalnica Štip,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Cvetković,Nemanja,26.0,Užice,Serbia,FK Rabotnicki,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Angelkov,Aleksandar,0.0,"
    ",North Macedonia,Tikveš,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
First League,2021,Jocikj,Darko,25.0,"
    ",North Macedonia,Borec,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
